,Index,2023-02-02_Check,2023-02-02_filename,2023-02-02_Text,2023-02-02_Presence confirm,2023-02-19_Check,2023-02-19_filename,2023-02-19_Text,2023-02-19_Presence confirm
34,34,True,albertsons_34,Do not sell or share my personal information,Yes,True,albertsons_34,Do not sell or share my personal information,Yes
35,35,True,dominos_35,Do not sell or share my personal information,Yes,True,dominos_35,Do not sell or share my personal information,Yes
36,36,True,,,,True,,,
37,37,True,,,,True,,,
38,38,True,,,,True,,,
39,39,True,mcdonalds_39,Do not sell or share my personal information,Yes,True,mcdonalds_39,Do not sell or share my personal information,Yes
40,40,False,,,,False,,,
41,41,True,olivegarden_41,Do not sell or share my personal information,Yes,True,olivegarden_41,Do not sell or share my personal information,Yes
42,42,True,,,,True,,,
43,43,True,jimmyjohns_43,Do not sell my personal information,Yes,True,jimmyjohns_43,Do not sell my personal information,Yes
44,44,True,,,,True,tacobell_44,Do not sell or share my personal information,Yes
45,45,True,,,,True,,,
46,46,True,,,,True,,,
47,47,True,,,,True,,,
48,48,True,,,,True,,,
49,49,True,,,,True,,,
50,50,True,com_50,California residents: do not sell my info,Yes,True,com_50,California residents: do not sell my info,Yes
51,51,True,,,,True,,,
52,52,True,myfitnesspal_52,Do not sell my personal information,Yes,True,myfitnesspal_52,Do not sell my personal information,Yes
53,53,True,healthline_53,Do not sell my personal information,Yes,True,healthline_53,Do not sell my personal information,Yes
54,54,True,weightwatchers_54,Do not sell my personal information,Yes,True,weightwatchers_54,Do not sell my personal information,Yes
55,55,True,,,,True,,,
56,56,True,nutrisystem_56,Do not sell my personal information,Yes,True,nutrisystem_56,Do not sell my personal information,Yes
57,57,True,,,,True,,,
58,58,True,,,,True,,,
59,59,True,,,,True,,,
60,60,True,,,,True,,,
61,61,True,,,,True,,,
62,62,True,healthgrades_62,Do not sell my personal information,Yes,True,healthgrades_62,Do not sell my personal information,Yes
63,63,True,,,,True,,,
64,64,True,,,,True,,,
65,65,True,,,,True,,,
66,66,True,,,,True,,,
67,67,True,,,,True,,,
68,68,True,,,,True,,,
69,69,True,medicinenet_69,Do not sell my personal information,Yes,True,medicinenet_69,Do not sell my personal information,Yes
70,70,True,,,,True,,,
71,71,True,,,,True,,,
72,72,True,,,,True,,,
73,73,True,,,,True,,,
74,74,True,everydayhealth_74,Do not sell my personal information,Yes,True,everydayhealth_74,Do not sell my personal information,Yes
75,75,True,drugs_75,Do not sell my personal information,Yes,True,drugs_75,Do not sell my personal information,Yes
76,76,True,walgreens_76,Do not sell or share my personal information,Yes,True,walgreens_76,Do not sell or share my personal information,Yes
77,77,True,cvs_77,Do not sell or share my personal information,Yes,True,cvs_77,Do not sell or share my personal information,Yes
78,78,True,rxlist_78,Do not sell my personal information,Yes,True,rxlist_78,Do not sell my personal information,Yes
79,79,True,,,,True,,,
80,80,True,riteaid_80,Do not sell or share my personal information,Yes,True,riteaid_80,Do not sell or share my personal information,Yes
81,81,True,,,,True,,,
82,82,True,,,,True,,,
83,83,True,,,,True,,,
84,84,True,,,,True,,,
85,85,True,,,,True,,,
86,86,True,,,,True,,,
87,87,True,everydayhealth_87,Do not sell my personal information,Yes,True,everydayhealth_87,Do not sell my personal information,Yes
88,88,True,shape_88,Do not sell my personal information,Yes,True,shape_88,Do not sell my personal information,Yes
89,89,True,,,,True,,,
90,90,True,scarymommy_90,,No,True,,,
91,91,True,,,,True,,,
92,92,True,,,,True,,,
93,93,True,com_93,Do not sell or share my personal information,Yes,True,com_93,Do not sell or share my personal information,Yes
94,94,True,,,,True,,,
95,95,True,,,,True,,,
96,96,True,,,,True,,,
97,97,True,redbubble_97,Do not sell my personal information,Yes,True,redbubble_97,Do not sell my personal information,Yes
98,98,True,1stdibs_98,Do not sell my personal information,Yes,True,1stdibs_98,Do not sell my personal information,Yes
99,99,True,,,,True,,,
100,100,True,,,,True,,,
101,101,True,,,,True,,,
102,102,True,artsy_102,Do not sell my personal information,Yes,True,artsy_102,Do not sell my personal information,Yes
103,103,True,,,,True,,,
104,104,True,saatchiart_104,Do not sell my personal information,Yes,True,saatchiart_104,Do not sell my personal information,Yes
105,105,True,,,,True,,,
106,106,True,,,,True,,,
107,107,True,potterybarn_107,Do not sell my personal information,Yes,True,potterybarn_107,Do not sell my personal information,Yes
108,108,True,,,,True,,,
109,109,True,,,,True,,,
110,110,False,,,,True,biglots_110,Do not sell my personal information,Yes
111,111,True,worldmarket_111,Do not sell or share my personal information,Yes,False,,,
112,112,True,ashleyfurniture_112,Do not sell or share my personal information,Yes,True,ashleyfurniture_112,Do not sell or share my personal information,Yes
113,113,True,sleepnumber_113,Do not sell or share my personal information,Yes,True,sleepnumber_113,Do not sell or share my personal information,Yes
114,114,True,anthropologie_114,Do not sell my personal information,Yes,True,anthropologie_114,Do not sell my personal information,Yes
115,115,True,gardeningknowhow_115,Do not sell or share my personal information,Yes,True,gardeningknowhow_115,Do not sell or share my personal information,Yes
116,116,True,treehugger_116,Do not sell my personal information,Yes,True,treehugger_116,Do not sell my personal information,Yes
117,117,True,gardenweb_117,Do not sell my personal information,Yes,True,gardenweb_117,Do not sell my personal information,Yes
118,118,True,,,,True,,,
119,119,True,houzz_119,Do not sell my personal information,Yes,True,houzz_119,Do not sell my personal information,Yes
120,120,True,hgtv_120,Do not sell or share my personal information,Yes,True,hgtv_120,Do not sell or share my personal information,Yes
121,121,True,,,,True,,,
122,122,True,urbanoutfitters_122,Do not sell my personal information,Yes,True,urbanoutfitters_122,Do not sell my personal information,Yes
123,123,True,marthastewart_123,California residents: do not sell my info,Yes,True,marthastewart_123,California residents: do not sell my info,Yes
124,124,True,,,,True,,,
125,125,True,bhg_125,Do not sell my personal information,Yes,True,bhg_125,Do not sell my personal information,Yes
126,126,True,curbed_126,Do not sell or share my personal information,Yes,True,curbed_126,Do not sell or share my personal information,Yes
127,127,True,,,,True,,,
128,128,True,,,,True,,,
129,129,True,,,,True,,,
130,130,True,hobbylobby_130,Do not sell or share my personal information,Yes,True,hobbylobby_130,Do not sell or share my personal information,Yes
131,131,True,joann_131,Do not sell my personal information,Yes,True,joann_131,Do not sell my personal information,Yes
132,132,True,craftsy_132,Do not sell my personal information,Yes,True,craftsy_132,Do not sell my personal information,Yes
133,133,True,,,,True,,,
134,134,True,,,,True,,,
135,135,True,officedepot_135,Do not sell my personal information,Yes,True,officedepot_135,Do not sell my personal information,Yes
136,136,True,staples_136,Do not sell or share my personal information,Yes,True,staples_136,Do not sell or share my personal information,Yes
137,137,True,vistaprint_137,Do not sell my personal information,Yes,True,vistaprint_137,Do not sell my personal information,Yes
138,138,True,,,,True,,,
139,139,True,,,,True,,,
140,140,True,,,,True,,,
141,141,True,com_141,Do not sell or share my personal information,Yes,True,com_141,Do not sell or share my personal information,Yes
142,142,True,dailywire_142,Do not sell or share my personal information,Yes,True,dailywire_142,Do not sell or share my personal information,Yes
143,143,True,,,,True,,,
144,144,True,,,,True,,,
145,145,True,,,,True,,,
146,146,True,,,,True,wsj_146,Do not sell or share my personal information,Yes
147,147,True,,,,True,,,
148,148,True,com_148,California residents: do not sell my info,Yes,True,com_148,California residents: do not sell my info,Yes
149,149,True,,,,True,,,
150,150,True,theblaze_150,Do not sell or share my personal information,Yes,True,theblaze_150,Do not sell or share my personal information,Yes
151,151,True,,,,True,,,
152,152,True,com_152,Do not sell my personal information,Yes,True,com_152,Do not sell my personal information,Yes
153,153,True,,,,True,,,
154,154,True,,,,True,,,
155,155,True,,,,True,,,
156,156,True,,,,True,,,
157,157,True,,,,True,,,
158,158,True,huffpost_158,Do not sell or share my personal information,Yes,True,huffpost_158,Do not sell or share my personal information,Yes
159,159,True,,,,True,,,
160,160,True,politico_160,Do not sell my personal information,Yes,True,politico_160,Do not sell my personal information,Yes
161,161,True,,,,True,,,
162,162,True,,,,True,,,
163,163,True,go_163,Do not sell or share my personal information,Yes,True,,,
164,164,True,dailykos_164,Do not sell my personal information,Yes,True,dailykos_164,Do not sell my personal information,Yes
165,165,True,,,,True,,,
166,166,True,com_166,Do not sell my personal information,Yes,True,com_166,Do not sell my personal information,Yes
167,167,True,theatlantic_167,Do not sell or share my personal information,Yes,True,theatlantic_167,Do not sell or share my personal information,Yes
168,168,True,,,,True,,,
169,169,True,nbcnews_169,Do not sell my personal information,Yes,True,nbcnews_169,Do not sell my personal information,Yes
170,170,True,,,,True,,,
171,171,True,,,,True,,,
172,172,True,,,,True,,,
173,173,True,,,,True,,,
174,174,True,,,,True,,,
175,175,True,,,,True,,,
176,176,True,org_176,Do not sell or share my personal information,Yes,True,org_176,Do not sell or share my personal information,Yes
177,177,True,,,,True,,,
178,178,True,dailymail_178,Do not sell or share my personal information,Yes,True,dailymail_178,Do not sell or share my personal information,Yes
179,179,True,com_179,Do not sell or share my personal information,Yes,True,com_179,Do not sell or share my personal information,Yes
180,180,True,nydailynews_180,Do not sell or share my personal information,Yes,True,nydailynews_180,Do not sell or share my personal information,Yes
181,181,True,,,,True,,,
182,182,True,,,,True,,,
183,183,True,,,,True,,,
184,184,True,latimes_184,Do not sell or share my personal information,Yes,True,latimes_184,Do not sell or share my personal information,Yes
185,185,True,,,,True,,,
186,186,True,kickstarter_186,Do not sell my personal information,Yes,True,kickstarter_186,Do not sell my personal information,Yes
187,187,True,,,,True,,,
188,188,True,,,,True,,,
189,189,True,,,,True,,,
190,190,True,,,,True,,,
191,191,True,,,,True,,,
192,192,True,,,,True,,,
193,193,True,,,,True,,,
194,194,True,,,,True,,,
195,195,True,petco_195,California residents: do not sell my info,Yes,True,,,
196,196,True,,,,True,,,
197,197,True,1800petmeds_197,Do not sell my personal information,Yes,True,,,
198,198,True,hillspet_198,Do not sell my personal information,Yes,True,hillspet_198,Do not sell my personal information,Yes
199,199,True,,,,True,,,
200,200,True,,,,True,,,
201,201,True,,,,True,,,
202,202,True,,,,True,,,
203,203,True,,,,True,,,
204,204,True,,,,True,,,
205,205,True,petfinder_205,Do not sell or share my personal information,Yes,True,petfinder_205,Do not sell or share my personal information,Yes
206,206,True,,,,True,,,
207,207,True,,,,True,,,
208,208,True,,,,True,,,
209,209,True,,,,True,,,
210,210,True,,,,True,,,
211,211,True,,,,True,,,
212,212,True,,,,True,,,
213,213,True,,,,True,,,
214,214,True,backyardchickens_214,Do not sell or share my personal information,Yes,True,backyardchickens_214,Do not sell or share my personal information,Yes
215,215,True,dogster_215,Do not sell my personal information,Yes,True,dogster_215,Do not sell my personal information,Yes
216,216,True,,,,True,,,
217,217,True,com_217,Do not sell or share my personal information,Yes,True,com_217,Do not sell or share my personal information,Yes
218,218,True,thedodo_218,Do not sell or share my personal information,Yes,True,thedodo_218,Do not sell or share my personal information,Yes
219,219,True,,,,True,,,
220,220,True,,,,True,,,
221,221,True,,,,True,,,
222,222,True,,,,True,,,
223,223,True,,,,True,,,
224,224,False,,,,False,,,
225,225,True,barnesandnoble_225,Do not sell my personal information,Yes,True,barnesandnoble_225,Do not sell my personal information,Yes
226,226,True,,,,True,,,
227,227,True,,,,True,,,
228,228,True,,,,True,,,
229,229,True,,,,True,,,
230,230,True,springer_230,Do not sell my personal information,Yes,True,springer_230,Do not sell my personal information,Yes
231,231,True,,,,True,,,
232,232,True,,,,True,,,
233,233,True,chegg_233,Do not sell my personal information,Yes,True,chegg_233,Do not sell my personal information,Yes
234,234,True,,,,True,,,
235,235,True,scholastic_235,Do not sell my personal information,Yes,True,scholastic_235,Do not sell my personal information,Yes
236,236,True,,,,True,,,
237,237,True,,,,True,,,
238,238,True,publishersweekly_238,Do not sell my personal information,Yes,True,publishersweekly_238,Do not sell my personal information,Yes
239,239,True,,,,True,,,
240,240,True,,,,True,,,
241,241,True,,,,True,,,
242,242,True,,,,True,,,
243,243,True,,,,True,,,
244,244,True,,,,True,,,
245,245,True,,,,True,,,
246,246,True,,,,True,,,
247,247,True,,,,True,,,
248,248,True,,,,True,,,
249,249,True,,,,True,,,
250,250,True,,,,True,,,
251,251,True,,,,True,,,
252,252,True,kobo_252,Do not sell or share my personal information,Yes,True,kobo_252,Do not sell or share my personal information,Yes
253,253,True,com_253,,No,True,com_253,,No
254,254,True,,,,True,,,
255,255,True,com_255,Do not sell my personal information,Yes,True,com_255,Do not sell my personal information,Yes
256,256,True,,,,True,,,
257,257,True,,,,True,,,
258,258,True,oreilly_258,Do not sell my personal information,Yes,True,oreilly_258,Do not sell my personal information,Yes
259,259,True,bkstr_259,California residents: do not sell my info,Yes,True,bkstr_259,California residents: do not sell my info,Yes
260,260,True,,,,True,,,
261,261,True,cengage_261,Do not sell my personal information,Yes,True,cengage_261,Do not sell my personal information,Yes
262,262,True,,,,True,,,
263,263,True,,,,True,,,
264,264,True,,,,True,,,
265,265,True,,,,True,,,
266,266,True,,,,True,,,
267,267,True,,,,True,,,
268,268,True,,,,True,,,
269,269,True,yellowpages_269,Do not sell my personal information,Yes,True,yellowpages_269,Do not sell my personal information,Yes
270,270,True,,,,True,,,
271,271,True,,,,True,,,
272,272,True,,,,True,,,
273,273,True,,,,True,,,
274,274,True,angi_274,Do not sell my personal information,Yes,True,angi_274,Do not sell my personal information,Yes
275,275,True,homeadvisor_275,Do not sell my personal information,Yes,True,homeadvisor_275,Do not sell my personal information,Yes
276,276,True,superpages_276,Do not sell my personal information,Yes,True,superpages_276,Do not sell my personal information,Yes
277,277,True,thumbtack_277,Do not sell or share my personal information,Yes,True,thumbtack_277,Do not sell or share my personal information,Yes
278,278,True,,,,True,,,
279,279,True,,,,True,,,
280,280,True,addresses_280,Do not sell my personal information,Yes,True,addresses_280,Do not sell my personal information,Yes
281,281,True,,,,True,,,
282,282,True,,,,True,,,
283,283,True,,,,True,,,
284,284,True,,,,True,,,
285,285,True,,,,True,,,
286,286,True,,,,True,,,
287,287,True,,,,True,,,
288,288,True,,,,True,,,
289,289,True,boattrader_289,Do not sell my personal information,Yes,True,boattrader_289,Do not sell my personal information,Yes
290,290,True,,,,True,,,
291,291,True,,,,True,,,
292,292,True,,,,True,,,
293,293,True,com_293,Do not sell my personal information,Yes,True,com_293,Do not sell my personal information,Yes
294,294,True,groupon_294,Do not sell or share my personal information,Yes,True,groupon_294,Do not sell or share my personal information,Yes
295,295,True,net_295,Do not sell my personal information,Yes,True,net_295,Do not sell my personal information,Yes
296,296,True,retailmenot_296,Do not sell my personal information,Yes,True,retailmenot_296,Do not sell my personal information,Yes
297,297,True,,,,True,,,
298,298,True,,,,True,,,
299,299,True,rakuten_299,,Yes,True,rakuten_299,,Yes
300,300,True,zulily_300,Do not sell or share my personal information,Yes,True,zulily_300,Do not sell or share my personal information,Yes
301,301,True,com_301,Do not sell my personal information,Yes,True,com_301,Do not sell my personal information,Yes
302,302,True,us_302,Do not sell or share my personal information,Yes,True,us_302,Do not sell or share my personal information,Yes
303,303,True,offers_303,Do not sell my personal information,Yes,True,offers_303,Do not sell my personal information,Yes
304,304,True,,,,True,,,
305,305,True,,,,True,,,
306,306,True,,,,True,,,
307,307,True,,,,True,,,
308,308,True,,,,True,,,
309,309,True,,,,True,,,
310,310,True,livingsocial_310,Do not sell or share my personal information,Yes,True,livingsocial_310,Do not sell or share my personal information,Yes
311,311,True,net_311,Do not sell my personal information,Yes,True,net_311,Do not sell my personal information,Yes
312,312,True,bizrate_312,Do not sell my personal information,Yes,True,bizrate_312,Do not sell my personal information,Yes
313,313,True,,,,True,,,
314,314,True,,,,True,,,
315,315,True,,,,True,,,
316,316,True,rakuten_316,Do not sell or share my personal information,Yes,True,rakuten_316,Do not sell or share my personal information,Yes
317,317,True,,,,True,,,
318,318,True,,,,True,,,
319,319,True,mysimon_319,Do not sell my personal information,Yes,True,mysimon_319,Do not sell my personal information,Yes
320,320,True,,,,True,,,
321,321,True,,,,True,,,
322,322,True,,,,True,,,
323,323,True,,,,True,,,
324,324,True,,,,True,,,
325,325,True,com_325,Do not sell my personal information,Yes,True,com_325,Do not sell my personal information,Yes
326,326,True,,,,True,,,
327,327,True,,,,True,,,
328,328,True,,,,True,,,
329,329,True,,,,True,,,
330,330,True,,,,True,,,
331,331,True,,,,True,,,
332,332,True,,,,True,,,
333,333,True,,,,True,,,
334,334,True,dollardays_334,Do not sell my personal information,Yes,True,dollardays_334,Do not sell my personal information,Yes
335,335,True,,,,True,,,
336,336,True,,,,True,,,
337,337,False,,,,False,,,
338,338,True,,,,True,,,
339,339,True,,,,True,,,
340,340,True,,,,True,,,
341,341,True,,,,True,,,
342,342,True,,,,True,,,
343,343,True,,,,True,,,
344,344,True,,,,True,,,
345,345,True,,,,True,,,
346,346,True,,,,True,,,
347,347,True,netflix_347,Do not sell or share my personal information,Yes,True,netflix_347,Do not sell or share my personal information,Yes
348,348,True,,,,True,,,
349,349,True,,,,True,,,
350,350,True,,,,True,,,
351,351,True,bestbuy_351,Do not sell or share my personal information,Yes,True,bestbuy_351,Do not sell or share my personal information,Yes
352,352,True,,,,True,,,
353,353,True,homedepot_353,Do not sell or share my personal information,Yes,True,homedepot_353,Do not sell or share my personal information,Yes
354,354,True,,,,True,,,
355,355,True,,,,True,,,
356,356,True,groupon_356,Do not sell or share my personal information,Yes,True,groupon_356,Do not sell or share my personal information,Yes
357,357,True,macys_357,Do not sell or share my personal information,Yes,True,macys_357,Do not sell or share my personal information,Yes
358,358,True,net_358,Do not sell my personal information,Yes,True,net_358,Do not sell my personal information,Yes
359,359,True,lowes_359,Do not sell or share my personal information,Yes,True,lowes_359,Do not sell or share my personal information,Yes
360,360,True,,,,True,,,
361,361,True,,,,True,,,
362,362,True,,,,True,,,
363,363,True,,,,True,,,
364,364,True,kohls_364,Do not sell or share my personal information,Yes,True,kohls_364,Do not sell or share my personal information,Yes
365,365,True,jcpenney_365,Do not sell my personal information,Yes,True,jcpenney_365,Do not sell my personal information,Yes
366,366,True,sears_366,Do not sell or share my personal information,Yes,True,sears_366,Do not sell or share my personal information,Yes
367,367,True,,,,True,,,
368,368,True,cabelas_368,Do not sell my personal information,Yes,True,cabelas_368,Do not sell or share my personal information,Yes
369,369,True,,,,True,,,
370,370,True,llbean_370,Do not sell or share my personal information,Yes,True,llbean_370,Do not sell or share my personal information,Yes
371,371,True,,,,True,,,
372,372,True,bloomingdales_372,Do not sell or share my personal information,Yes,True,bloomingdales_372,Do not sell or share my personal information,Yes
373,373,True,neimanmarcus_373,Do not sell my personal information,Yes,True,neimanmarcus_373,Do not sell my personal information,Yes
374,374,True,hsn_374,Do not sell my personal information,Yes,True,,,
375,375,True,biglots_375,California residents: do not sell my info,Yes,True,biglots_375,Do not sell my personal information,Yes
376,376,True,,,,True,,,
377,377,True,belk_377,Do not sell or share my personal information,Yes,True,belk_377,Do not sell or share my personal information,Yes
378,378,True,burlington_378,Do not sell or share my personal information,Yes,True,burlington_378,Do not sell or share my personal information,Yes
379,379,True,,,,True,,,
380,380,True,horoscope_380,Do not sell my personal information,Yes,True,horoscope_380,Do not sell my personal information,Yes
381,381,True,space_381,Do not sell my personal information,Yes,True,space_381,Do not sell my personal information,Yes
382,382,True,astrology_382,Do not sell my personal information,Yes,True,astrology_382,Do not sell my personal information,Yes
383,383,True,,,,True,,,
384,384,True,,,,True,,,
385,385,True,,,,True,,,
386,386,True,,,,True,,,
387,387,True,tarot_387,Do not sell my personal information,Yes,True,tarot_387,Do not sell my personal information,Yes
388,388,True,,,,True,,,
389,389,True,,,,True,,,
390,390,True,,,,True,,,
391,391,True,,,,True,com_391,,No
392,392,True,,,,True,,,
393,393,True,,,,True,,,
394,394,True,,,,True,,,
395,395,True,sunsigns_395,Do not sell my personal information,Yes,False,,,
396,396,True,org_396,Do not sell or share my personal information,Yes,True,org_396,Do not sell or share my personal information,Yes
397,397,True,,,,True,,,
398,398,True,,,,True,,,
399,399,True,,,,True,,,
400,400,True,nature_400,Do not sell my personal information,Yes,True,nature_400,Do not sell my personal information,Yes
401,401,True,,,,True,,,
402,402,True,biomedcentral_402,Do not sell my personal information,Yes,True,biomedcentral_402,Do not sell my personal information,Yes
403,403,True,innerbody_403,Do not sell my personal information,Yes,True,innerbody_403,Do not sell my personal information,Yes
404,404,True,,,,True,,,
405,405,True,,,,True,,,
406,406,True,,,,True,,,
407,407,True,,,,True,,,
408,408,True,,,,True,,,
409,409,True,,,,True,,,
410,410,True,,,,True,,,
411,411,True,,,,True,,,
412,412,True,,,,True,,,
413,413,True,,,,True,,,
414,414,True,,,,True,,,
415,415,True,,,,True,,,
416,416,True,,,,True,,,
417,417,True,,,,True,,,
418,418,True,,,,True,,,
419,419,True,,,,True,,,
420,420,True,webqc_420,Do not sell my personal information,Yes,True,webqc_420,Do not sell my personal information,Yes
421,421,True,webqc_421,Do not sell my personal information,Yes,True,webqc_421,Do not sell my personal information,Yes
422,422,True,,,,True,,,
423,423,True,,,,True,,,
424,424,True,,,,True,,,
425,425,True,livescience_425,Do not sell my personal information,Yes,True,livescience_425,Do not sell my personal information,Yes
426,426,True,nature_426,Do not sell my personal information,Yes,True,nature_426,Do not sell my personal information,Yes
427,427,True,,,,True,,,
428,428,True,treehugger_428,Do not sell my personal information,Yes,True,treehugger_428,Do not sell my personal information,Yes
429,429,True,,,,True,,,
430,430,True,,,,True,,,
431,431,True,,,,True,,,
432,432,True,,,,True,,,
433,433,True,com_433,Do not sell or share my personal information,Yes,True,com_433,Do not sell or share my personal information,Yes
434,434,True,,,,True,,,
435,435,True,,,,True,,,
436,436,True,,,,True,,,
437,437,True,,,,True,,,
438,438,True,,,,True,,,
439,439,True,,,,True,,,
440,440,True,,,,True,,,
441,441,True,,,,True,,,
442,442,True,,,,True,,,
443,443,True,,,,True,,,
444,444,True,howstuffworks_444,Do not sell my personal information,Yes,True,howstuffworks_444,Do not sell my personal information,Yes
445,445,True,autodesk_445,Do not sell or share my personal information,Yes,True,autodesk_445,Do not sell or share my personal information,Yes
446,446,True,space_446,Do not sell my personal information,Yes,True,space_446,Do not sell my personal information,Yes
447,447,True,,,,True,,,
448,448,True,,,,True,,,
449,449,True,,,,True,,,
450,450,True,,,,True,,,
451,451,True,,,,True,,,
452,452,True,,,,True,,,
453,453,True,,,,True,,,
454,454,True,d2l_454,Do not sell my personal information,Yes,True,d2l_454,Do not sell my personal information,Yes
455,455,True,,,,True,,,
456,456,True,allaboutcircuits_456,Do not sell or share my personal information,Yes,True,,,
457,457,True,,,,True,,,
458,458,True,,,,True,,,
459,459,True,,,,True,,,
460,460,True,,,,True,,,
461,461,True,,,,True,,,
462,462,True,,,,True,,,
463,463,True,,,,True,,,
464,464,True,,,,True,,,
465,465,True,,,,True,,,
466,466,True,,,,True,,,
467,467,True,,,,True,,,
468,468,True,,,,True,,,
469,469,True,,,,True,,,
470,470,True,,,,True,,,
471,471,True,,,,True,,,
472,472,True,,,,True,,,
473,473,True,,,,True,,,
474,474,True,,,,True,,,
475,475,True,,,,True,,,
476,476,True,,,,True,,,
477,477,True,,,,True,,,
478,478,True,nba_478,Do not sell my personal information,Yes,True,nba_478,Do not sell my personal information,Yes
479,479,True,,,,True,,,
480,480,True,,,,True,,,
481,481,True,com_481,Do not sell or share my personal information,Yes,True,com_481,Do not sell or share my personal information,Yes
482,482,True,com_482,Do not sell or share my personal information,Yes,True,com_482,Do not sell or share my personal information,Yes
483,483,True,,,,True,,,
484,484,True,,,,True,,,
485,485,True,,,,True,,,
486,486,True,,,,True,,,
487,487,True,nbcsports_487,Do not sell my personal information,Yes,True,nbcsports_487,Do not sell my personal information,Yes
488,488,True,,,,True,,,
489,489,True,,,,True,,,
490,490,True,nflshop_490,Do not sell or share my personal information,Yes,True,nflshop_490,Do not sell or share my personal information,Yes
491,491,True,,,,True,,,
492,492,True,,,,True,,,
493,493,True,active_493,Do not sell my personal information,Yes,True,active_493,Do not sell my personal information,Yes
494,494,True,,,,True,,,
495,495,True,,,,True,,,
496,496,True,,,,True,,,
497,497,True,,,,True,,,
498,498,True,mapmyrun_498,Do not sell my personal information,Yes,True,mapmyrun_498,Do not sell my personal information,Yes
499,499,True,espn_499,Do not sell or share my personal information,Yes,True,espn_499,Do not sell or share my personal information,Yes
500,500,True,,,,True,,,
501,501,True,,,,True,,,
502,502,True,,,,True,,,
503,503,True,mlb_503,Do not sell or share my personal information,Yes,True,mlb_503,Do not sell or share my personal information,Yes
504,504,True,,,,True,,,
505,505,True,cbssports_505,Do not sell my personal information,Yes,True,cbssports_505,Do not sell my personal information,Yes
506,506,True,,,,True,,,
507,507,True,sbnation_507,Do not sell or share my personal information,Yes,True,sbnation_507,Do not sell or share my personal information,Yes
508,508,True,cloudflare_508,Do not sell or share my personal information,Yes,True,cloudflare_508,Do not sell or share my personal information,Yes
509,509,True,,,,True,,,
510,510,True,,,,True,,,
511,511,True,,,,True,,,
512,512,True,,,,True,,,
513,513,True,,,,True,,,
514,514,True,,,,True,,,
515,515,True,,,,True,,,
516,516,True,,,,True,,,
517,517,True,,,,True,,,
518,518,True,,,,True,,,
519,519,True,,,,True,,,
520,520,True,,,,True,,,
521,521,True,,,,True,,,
522,522,False,,,,False,,,
523,523,True,,,,True,,,
524,524,True,,,,True,,,
525,525,True,,,,True,,,
526,526,True,,,,True,,,
527,527,True,,,,True,,,
528,528,True,,,,True,,,
529,529,True,,,,True,,,
530,530,True,,,,True,,,
531,531,True,,,,True,,,
532,532,True,,,,True,,,
