,Unnamed: 0.1,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
55,55,190,curbed_126,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,126
56,56,192,treehugger_116,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,116
57,57,193,victoriassecret_721,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,721
58,58,194,retailmenot_296,1,Yes,Do Not Sell My Personal infomation| 1/1,Yes,Yes,Do not sell my personal information,296
59,59,204,groupon_294,2-Apr,Check,ell or Share My Personal information| 1/2,Yes,Yes,Do not sell or share my personal information,294
60,60,205,houzz_119,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,119
61,61,212,astrology_382,1,Yes,"DO NOTSELL MY INFO| ""1",Yes,Yes,Do not sell my personal information,382
62,62,215,colehaan_766,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,766
63,63,216,active_493,13,Yes,Do Not Sell My Personal information| 1/3,Yes,Yes,Do not sell my personal information,493
64,64,217,com_166,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,166
65,65,227,avast_631,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,631
66,66,239,ray-ban_768,1,Yes,TSELL MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell my personal information,768
67,67,240,com_1027,1,Yes,tSell/Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,1027
68,68,243,bizrate_312,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,312
69,69,245,zulily_300,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,300
70,70,247,politico_160,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,160
71,71,248,boatshop24_833,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,833
72,72,251,overstock_223,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,223
73,73,253,shop_321,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,321
74,74,256,abt_603,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,603
75,75,273,sunglasshut_769,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,769
76,76,274,redbubble_97,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information,97
77,77,276,marketwatch_1058,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,1058
78,78,279,truecar_798,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,798
79,79,286,groupon_356,2-Apr,Check,ell or Share My Personal information| 1/2,Yes,Yes,Do not sell or share my personal information,356
80,80,291,haggar_755,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,755
81,81,293,webqc_421,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,421
82,82,298,lowes_359,1,Yes,tSell/Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,359
83,83,300,cinemark_991,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,991
84,84,305,com_253,,Check,"ot sell]

o/o",Yes,No,,253
85,85,307,oracle_656,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,656
86,86,309,net_358,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,358
87,87,319,boattrader_834,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,834
88,88,320,trycaviar_24,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,24
89,89,323,livecareer_934,1,Yes,Do Not Sell or Share My Info| Wi,Yes,Yes,Do not sell or share my personal information,934
90,90,333,airfarewatchdog_564,,Check,,Yes,Yes,,564
91,91,346,ebay_344,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information,344
92,92,347,kohls_364,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,364
93,93,350,ipsy_855,1,Yes,Do Not Sell] Wi,Yes,Yes,Do not sell my personal information,855
94,94,354,racked_876,1,Yes,o Not Sell or Share My Personal nfo| 1/1,Yes,Yes,Do not sell or share my personal information,876
95,95,356,fossil_709,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,709
96,96,359,chegg_233,1,Yes,"DO NOTSELL MY INFO| ""1",Yes,Yes,Do not sell my personal information,233
97,97,361,ihg_572,2-Apr,Check,ell or Share My Personal information| 1/2,Yes,Yes,Do not sell or share my personal information,572
98,98,362,dailykos_164,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,164
99,99,363,boattrader_289,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,289
100,100,369,microcenter_622,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,622
101,101,384,vw_824,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,824
102,102,385,jetblue_542,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,542
103,103,387,com_632,1,Yes,3ell My Personal Information request] 1/1,Yes,Yes,Do not sell my personal information,632
104,104,388,norton_629,1,Yes,to Not Sell or Share My Personal Data|_ 1/1,Yes,Yes,Do not sell or share my personal information,629
105,105,390,tomsguide_673,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,673
106,106,391,racked_845,1,Yes,o Not Sell or Share My Personal nfo| 1/1,Yes,Yes,Do not sell or share my personal information,845
107,107,399,seriouseats_5,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,5
108,108,400,snagajob_924,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,924
109,109,409,lufthansa_550,1,Yes,CCPA / Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,550
110,110,413,tomshardware_610,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,610
111,111,414,scholastic_235,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,235
112,112,416,espn_499,2-Apr,Check,ell or Share My Personal information| 1/2,Yes,Yes,Do not sell or share my personal information,499
113,113,425,webqc_420,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,420
114,114,435,digitaltrends_670,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information,670
115,115,436,thecarconnection_801,1,Yes,ell Or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,801
116,116,442,gardenweb_117,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,117
117,117,447,com_325,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,325
118,118,448,hm_687,1,Yes,Â© Not Sell Or Share My Personal Data| 1/1,Yes,Yes,Do not sell or share my personal information,687
119,119,449,bloomingdales_372,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,372
120,120,453,berries_31,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,31
121,121,456,sbnation_507,1,Yes,o Not Sell or Share My Personal nfo| 1/1,Yes,Yes,Do not sell or share my personal information,507
122,122,457,petfinder_205,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,205
123,123,459,com_148,1,Yes,CA: Do Not Sell My Info| Wi,Yes,Yes,California residents: do not sell my info,148
124,124,460,thrillist_8,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,8
125,125,464,lg_594,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,594
126,126,467,panasonic_596,1,Yes,Do Not Sell My Datal Wi,Yes,Yes,Do not sell my personal information,596
127,127,470,cnet_664,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,664
128,128,474,allrecipes_1089,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,1089
129,129,476,com_301,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information,301
130,130,482,samsung_597,1,Yes,ell or Share My Personal information| 1/1,Yes,Yes,Do not sell or share my personal information,597
131,131,488,jdpower_800,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information,800
132,132,489,geappliances_599,1,Yes,ell Or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,599
133,133,505,southernliving_591,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,591
134,134,510,cnbc_1022,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,1022
135,135,513,thenorthface_707,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,707
136,136,519,nflshop_490,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,490
137,137,532,toptenreviews_677,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,677
138,138,535,eset_635,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information,635
139,139,545,salliemae_1086,1,Yes,iell or share my personal information| 1/1,Yes,Yes,Do not sell or share my personal information,1086
140,140,546,jimmyjohns_43,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,43
141,141,549,pandora_703,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,703
142,142,550,lifeandstylemag_872,1,Yes,Do Not Sell] Wi,Yes,Yes,Do not sell my personal information,872
143,143,563,eater_7,1,Yes,o Not Sell or Share My Personal nfo| 1/1,Yes,Yes,Do not sell or share my personal information,7
144,144,564,cargurus_792,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,792
145,145,568,yachtworld_836,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,836
146,146,573,biomedcentral_402,1,Yes,Manage cookies/Do not sell my data|_ 1/1,Yes,Yes,Do not sell my personal information,402
147,147,580,net_311,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,311
148,148,589,careerbuilder_925,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,925
149,149,592,everydayhealth_87,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,87
150,150,593,hotwire_556,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,556
151,151,597,com_1026,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,1026
152,152,604,weightwatchers_54,1,Yes,Do Not Sell My Personal Info| Wi,Yes,Yes,Do not sell my personal information,54
153,153,607,officedepot_135,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,135
154,154,616,ulta_838,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,838
155,155,620,jcpenney_365,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,365
156,156,622,1stdibs_98,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,98
157,157,623,consumerreports_675,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,675
158,158,624,nytimes_159,1,Yes,tSell/Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,159
159,159,631,sunsigns_395,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,395
160,160,632,livenation_993,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,993
161,161,636,homedepot_353,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,353
162,162,639,kickstarter_186,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,186
163,163,640,staples_136,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,136
164,164,641,kayak_552,1,Yes,Do Not Sell or Share My Info| Wi,Yes,Yes,Do not sell or share my personal information,552
165,165,643,vox_680,1,Yes,o Not Sell or Share My Personal nfo| 1/1,Yes,Yes,Do not sell or share my personal information,680
166,166,645,hilton_571,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,571
167,167,650,netflix_959,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,959
168,168,655,doordash_22,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,22
169,169,663,com_255,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information,255
170,170,669,forbes_1054,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,1054
171,171,672,governmentjobs_933,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information,933
172,172,673,d2l_454,1,Yes,Do Not Sell My Pl Wi,Yes,Yes,Do not sell my personal information,454
173,173,674,timeout_580,1,Yes,Do not sell my information| Wi,Yes,Yes,Do not sell my personal information,580
174,174,675,org_1077,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,1077
175,175,682,citi_1046,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,1046
176,176,684,zulily_702,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,702
177,177,685,subaru_823,1,Yes,o Not Sell or Share My Personal nfo| 1/1,Yes,Yes,Do not sell or share my personal information,823
178,178,687,tomshardware_665,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,665
179,179,691,codecademy_944,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,944
180,180,694,statefarm_1063,2-Feb,Check,onal Information (CA residents only)|_ 2/2,Yes,Yes,Do not sell or share my personal information(CA residents only),1063
181,181,696,cengage_261,1,Yes,DO NOTSELL Wi,Yes,Yes,Do not sell my personal information,261
182,182,699,audiusa_820,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,820
183,183,701,go_163,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,163
184,184,704,cars_795,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,795
185,185,715,avg_628,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,628
186,186,719,oreilly_258,1,Yes,TSELL MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell my personal information,258
187,187,723,webmd_66,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,66
188,188,724,worldmarket_111,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,111
189,189,725,blackboard_880,1,Yes,Do Not Sell My Pl Wi,Yes,Yes,Do not sell my personal information,880
190,190,726,3wishes_733,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information,733
191,191,731,angi_274,1,Yes,Do Not Sell] Wi,Yes,Yes,Do not sell my personal information,274
192,192,734,thrillist_579,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,579
193,193,735,rxlist_78,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,78
194,194,738,horoscope_380,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,380
195,195,739,bestbuy_593,1,Yes,tSell/Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,593
196,196,744,ask_526,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,526
197,197,745,choicehotels_576,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,576
198,198,762,craftsy_132,1,Yes,Do Not Sell My Info| Wi,Yes,Yes,Do not sell my personal information,132
199,199,770,com_293,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,293
200,200,774,kbb_790,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,790
201,201,775,dailymail_178,1,Yes,iell or share my personal information| 1/1,Yes,Yes,Do not sell or share my personal information,178
202,202,778,adobe_647,1,Yes,iell or share my personal information| 1/1,Yes,Yes,Do not sell or share my personal information,647
203,203,780,imore_671,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,671
204,204,788,myrecipes_9,1,Yes,California Do Not Sell] Wi,Yes,Yes,California residents: do not sell my info,9
205,205,792,porsche_821,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,821
206,206,793,com_737,1,Yes,Do not sell my personal information| 1/1,Yes,Yes,Do not sell my personal information,737
207,207,794,homeadvisor_275,1,Yes,Do Not Sell] Wi,Yes,Yes,Do not sell my personal information,275
208,208,800,travelandleisure_582,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,582
209,209,808,marriott_570,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,570
210,210,818,skyscanner_555,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,555
211,211,820,bestbuy_351,1,Yes,tSell/Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,351
212,212,827,theblaze_150,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,150
213,213,834,cabelas_368,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,368
214,214,836,progressive_1066,1,Yes,onal Information (CA Residents Only)| 1/1,Yes,Yes,Do not sell or share my personal information(CA residents only),1066
215,215,837,maccosmetics_844,1,Yes,NALINFORMATION / TARGETED ADS| 1/1,Yes,Yes,Do not sell or share my personal information,844
216,216,839,avira_636,1,Yes,to Not Sell or Share My Personal Data|_ 1/1,Yes,Yes,Do not sell or share my personal information,636
217,217,843,olivegarden_41,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,41
218,218,847,nissanusa_812,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,812
219,219,850,shape_88,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,88
220,220,863,ralphlauren_704,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,704
221,221,865,belk_377,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,377
222,222,872,pursuitboats_835,,Check,"ot sell]

o/o",Yes,No,,835
223,223,880,vistaprint_137,1,Yes,Do not sell my info Wi,Yes,Yes,Do not sell my personal information,137
224,224,882,theatlantic_167,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,167
225,225,883,chegg_892,1,Yes,"DO NOTSELL MY INFO| ""1",Yes,Yes,Do not sell my personal information,892
226,226,886,huffpost_158,1,Yes,sHARE MY PERSONAL INFORMATION| 1/1,Yes,Yes,Do not sell or share my personal information,158
227,227,890,venus_723,1,Yes,\-DO NOTSELL MY PERSONAL INFO| 1/1,Yes,Yes,Do not sell my personal information,723
228,228,896,biglots_110,1,Yes,Customers Only: Do Not Sell My Info| 1/1,Yes,Yes,Do not sell my personal information,110
229,229,901,everydayhealth_74,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,74
230,230,904,underarmour_758,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,758
231,231,905,forbes_1015,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,1015
232,232,907,scribd_224,1,Yes,iell or share my personal information| 1/1,Yes,Yes,Do not sell or share my personal information,224
233,233,912,carmax_796,1,Yes,Do Not Sell or Share My Information| 1/1,Yes,Yes,Do not sell or share my personal information,796
234,234,914,rakuten_299,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,299
235,235,919,seamless_19,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,19
236,236,922,citi_1041,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,1041
237,237,925,edmunds_791,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,791
238,238,928,dollardays_334,1,Yes,Do Not Sell My information| Wi,Yes,Yes,Do not sell my personal information,334
239,239,932,keurig_598,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,598
240,240,938,myfitnesspal_52,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,52
241,241,939,edx_942,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,942
242,242,940,riteaid_80,1,Yes,ell or Share My Personal Information| 1/1,Yes,Yes,Do not sell or share my personal information,80
243,243,948,rakuten_316,1,Yes,Do Not Sell My Personal Information| 1/1,Yes,Yes,Do not sell my personal information,316
