,Index,Check,2023-03-24 Selenium Searchkey
675,675,True,Do Not Sell or Share My Personal Information
676,676,True,
677,677,True,Do not sell or share my personal information
678,678,True,
679,679,True,
680,680,True,Do Not Sell or Share My Personal Info
681,681,True,
682,682,True,
683,683,True,
684,684,True,
685,685,True,
686,686,True,
687,687,True,Do Not Sell Or Share My Personal Data
688,688,True,Do Not Sell or Share My Personal Information
689,689,True,(Calif.) Do Not Sell or Share my Personal Information
690,690,True,
691,691,True,
692,692,True,
693,693,True,
694,694,True,
695,695,True,
696,696,True,
697,697,True,
698,698,True,
699,699,True,
700,700,True,Do Not Sell or Share My Personal Information
701,701,True,
702,702,True,Do Not Sell or Share My Personal Information
703,703,True,Do Not Sell or Share My Personal Information
704,704,True,Do Not Sell My Personal Information
705,705,True,
706,706,True,
707,707,True,
708,708,True,
709,709,True,Do Not Sell My Info
710,710,True,
711,711,True,
712,712,True,
713,713,True,
714,714,True,
715,715,True,DO NOT SELL OR SHARE MY PERSONAL INFO
716,716,True,
717,717,True,
718,718,True,
719,719,True,Do Not Sell or Share My Personal Information
720,720,True,Do Not Sell or Share My Personal Information
721,721,True,Do Not Sell or Share My Personal Information
722,722,True,Do Not Sell or Share My Personal Information
723,723,True,DO NOT SELL MY PERSONAL INFO
724,724,True,
725,725,True,
726,726,True,
727,727,True,
728,728,True,
729,729,True,
730,730,True,
731,731,True,
732,732,True,
733,733,True,Do not sell my personal information
734,734,True,
735,735,True,
736,736,True,
737,737,True,Do not sell my personal information
738,738,True,DO NOT SELL OR SHARE MY PERSONAL INFORMATION
739,739,True,
740,740,True,
741,741,True,
742,742,True,
743,743,True,
744,744,True,
745,745,True,
746,746,True,
747,747,True,
748,748,False,
749,749,True,
750,750,True,
751,751,True,
752,752,True,
753,753,True,
754,754,True,
755,755,True,Do Not Sell or Share My Personal Information
756,756,True,
757,757,True,Do Not Sell or Share My Information
758,758,True,Do Not Sell My Personal Information
759,759,True,Do Not Sell or Share My Personal Information
760,760,True,
761,761,True,
762,762,True,Do Not Sell or Share My Personal Information
763,763,True,
764,764,True,
765,765,True,
766,766,True,Do not sell my info
767,767,True,
768,768,True,DO NOT SELL MY PERSONAL INFORMATION
769,769,True,
770,770,True,
771,771,True,Do not sell my personal information
772,772,True,
773,773,True,
774,774,True,
775,775,True,Do Not Sell My Personal Information
776,776,True,
777,777,True,
778,778,True,
779,779,True,
780,780,True,
781,781,True,
782,782,True,
783,783,True,
784,784,True,
785,785,True,
786,786,True,
787,787,True,
788,788,True,
789,789,True,
790,790,True,
791,791,True,Do Not Sell or Share My Personal Information
792,792,True,Do Not Sell or Share My Personal Information
793,793,True,
794,794,True,
795,795,True,Do Not Sell My Personal Information
796,796,True,Do Not Sell or Share My Information
797,797,True,
798,798,True,Do Not Sell My Personal Information
799,799,True,
800,800,True,CA Do Not Sell or Share My Information
801,801,True,
802,802,True,
803,803,True,
804,804,True,Do Not Sell My Information
805,805,True,
806,806,True,
807,807,True,
808,808,True,
809,809,True,
810,810,True,
811,811,True,
812,812,True,Do Not Sell My Personal Information
813,813,True,Do Not Sell My Personal Information
814,814,True,
815,815,True,
816,816,True,Do Not Sell My Personal Information
817,817,True,
818,818,True,
819,819,True,
820,820,True,Do Not Sell or Share My Personal Information
821,821,True,
822,822,True,
823,823,True,Do Not Sell or Share My Personal Information
824,824,True,Do Not Sell or Share My Personal Information
825,825,True,DO NOT SELL OR SHARE MY PERSONAL INFORMATION
826,826,True,Do Not Sell or Share My Personal Information
827,827,True,
828,828,True,
829,829,True,
830,830,True,
831,831,True,
832,832,True,
833,833,True,Do Not Sell My Personal Information
834,834,True,Do Not Sell My Personal Information
835,835,True,
836,836,True,Do Not Sell My Personal Information
837,837,True,
838,838,True,
839,839,True,
840,840,True,
841,841,True,
842,842,True,
843,843,True,DO NOT SELL MY PERSONAL INFORMATION
844,844,True,DO NOT SELL OR SHARE MY PERSONAL INFORMATION / TARGETED ADS
845,845,True,Do Not Sell or Share My Personal Info
846,846,True,
847,847,True,
848,848,True,
849,849,True,
850,850,True,Do Not Sell or Share My Personal Information
851,851,True,
852,852,True,
853,853,True,
854,854,True,
855,855,True,Do Not Sell
856,856,True,
857,857,True,Do Not Sell or Share My Info
858,858,True,
859,859,True,Do not sell or share my personal information.
860,860,True,
861,861,True,
862,862,True,DO NOT SELL OR SHARE MY PERSONAL INFORMATION
863,863,True,
864,864,True,California Notice / Do Not Sell My Personal Information
865,865,True,Do Not Sell My Personal Information
866,866,True,
867,867,True,
868,868,True,
869,869,True,
870,870,True,
871,871,True,
872,872,True,Do Not Sell
873,873,True,
874,874,True,
875,875,True,
876,876,True,Do Not Sell or Share My Personal Info
877,877,True,
878,878,True,
879,879,True,
880,880,True,Do Not Sell My PI
881,881,True,
882,882,True,
883,883,True,
884,884,True,
885,885,True,
886,886,True,
887,887,True,
888,888,True,Do Not Sell My Personal Information
889,889,True,
890,890,True,
891,891,True,
892,892,True,DO NOT SELL MY INFO
893,893,True,
894,894,True,
895,895,True,
896,896,True,
897,897,True,
898,898,True,Do not sell or share my personal information
899,899,True,Do not sell or share my personal information
900,900,True,
901,901,True,
902,902,True,
903,903,True,
904,904,True,
905,905,True,
906,906,True,
907,907,True,
908,908,True,
909,909,True,
910,910,True,
911,911,True,
912,912,True,
913,913,True,
914,914,True,
915,915,True,
916,916,True,
917,917,True,
918,918,True,
919,919,True,Do Not Sell Or Share My Information
920,920,True,Do not sell or share my personal information
921,921,True,
922,922,True,
923,923,True,
924,924,True,Do Not Sell or Share My Personal Information
925,925,True,Do Not Sell My Personal Information
926,926,True,Do Not Sell or Share My Information
927,927,True,
928,928,True,
929,929,True,
930,930,True,
931,931,True,
932,932,True,
933,933,True,Do not sell my personal information
934,934,True,Do Not Sell or Share My Info
935,935,True,
936,936,True,
937,937,True,
938,938,True,
939,939,True,
940,940,True,
941,941,True,
942,942,True,Do Not Sell My Personal Information
943,943,True,
944,944,True,Do Not Sell My Personal Information
945,945,True,
946,946,True,
947,947,True,
948,948,True,
949,949,True,
950,950,True,
951,951,True,
952,952,True,
953,953,True,
954,954,True,
955,955,True,
956,956,True,
957,957,True,
958,958,True,
959,959,True,Do Not Sell or Share My Personal Information
960,960,True,
961,961,True,
962,962,True,AdChoices / Do Not Sell My Info
963,963,True,
964,964,True,
965,965,True,
966,966,True,
967,967,True,
968,968,True,
969,969,True,
970,970,True,
971,971,True,
972,972,True,
973,973,True,Do Not Sell My Personal Information
974,974,True,
975,975,True,
976,976,True,
977,977,True,
978,978,True,
979,979,True,
980,980,True,
981,981,True,
982,982,True,Do Not Sell My Personal Information
983,983,True,
984,984,True,
985,985,True,
986,986,True,
987,987,True,Do Not Sell or Share My Personal Information
988,988,True,
989,989,True,
990,990,True,
991,991,True,Do Not Sell My Personal Information
992,992,True,
993,993,True,Do Not Sell or Share My Personal Information
994,994,True,Do Not Sell or Share My Information
995,995,True,
996,996,True,
997,997,True,
998,998,True,
999,999,True,
1000,1000,True,
1001,1001,True,
1002,1002,True,
1003,1003,True,
1004,1004,True,
1005,1005,True,
1006,1006,True,
1007,1007,True,
1008,1008,True,
1009,1009,True,
1010,1010,True,
1011,1011,True,
1012,1012,True,
1013,1013,True,
1014,1014,True,
1015,1015,True,
1016,1016,True,
1017,1017,True,
1018,1018,True,
1019,1019,True,
1020,1020,True,
1021,1021,True,
1022,1022,True,Do Not Sell My Personal Information
1023,1023,True,
1024,1024,True,
1025,1025,True,
1026,1026,True,Do Not Sell My Personal Information
1027,1027,True,Do Not Sell/Share My Personal Information
1028,1028,True,DO NOT SELL MY DATA
1029,1029,True,California: Do Not Sell My Personal Information
1030,1030,True,
1031,1031,True,
1032,1032,True,
1033,1033,True,
1034,1034,True,
1035,1035,True,
1036,1036,True,
1037,1037,True,
1038,1038,True,
1039,1039,True,
1040,1040,True,
1041,1041,True,Do Not Sell or Share My Personal Information
1042,1042,True,
1043,1043,True,
1044,1044,True,
1045,1045,True,
1046,1046,True,Do Not Sell or Share My Personal Information
1047,1047,True,
1048,1048,True,
1049,1049,True,
1050,1050,True,
1051,1051,True,
1052,1052,True,
1053,1053,True,
1054,1054,True,Do Not Sell or Share My Personal Information
1055,1055,True,
1056,1056,True,
1057,1057,True,
1058,1058,True,
1059,1059,True,
1060,1060,True,
1061,1061,True,
1062,1062,True,
1063,1063,True,Do Not Sell or Share My Personal Information (CA residents only)
1064,1064,True,
1065,1065,True,
1066,1066,True,Do Not Sell or Share My Personal Information (CA Residents Only)
1067,1067,True,
1068,1068,True,
1069,1069,True,
1070,1070,True,
1071,1071,True,
1072,1072,True,
1073,1073,True,
1074,1074,True,"Do Not Sell/Share My Personal Information
opens in new window"
1075,1075,True,
1076,1076,True,
1077,1077,True,Do Not Sell My Personal Information
1078,1078,True,
1079,1079,True,
1080,1080,True,
1081,1081,True,
1082,1082,True,
1083,1083,True,
1084,1084,True,Do Not Sell My Personal Information
1085,1085,True,
1086,1086,True,Do not sell or share my personal information
1087,1087,True,
1088,1088,True,
1089,1089,True,Do Not Sell My Personal Information
