,filename,Index,Presence confirm,Check,Text
602,,602,,True,
603,,603,,True,
604,,604,,True,
605,,605,,True,
606,,606,,True,
607,,607,,True,
608,,608,,True,
609,,609,,True,
610,,610,,True,
611,,611,,True,
612,,612,,True,
613,,613,,True,
614,,614,,True,
615,,615,,True,
616,,616,,True,
617,,617,,True,
618,,618,,True,
619,,619,,False,
620,,620,,False,
621,,621,,True,
622,,622,,True,
623,,623,,True,
624,,624,,True,
625,,625,,True,
626,,626,,True,
627,,627,,True,
628,,628,,True,
629,,629,,True,
630,,630,,True,
631,,631,,True,
632,,632,,True,
633,,633,,True,
634,,634,,True,
635,,635,,True,
636,,636,,True,
637,,637,,True,
638,,638,,True,
639,,639,,False,
640,,640,,False,
641,,641,,True,
642,,642,,True,
643,,643,,True,
644,,644,,True,
645,,645,,True,
646,,646,,True,
647,,647,,True,
648,,648,,True,
649,,649,,True,
650,,650,,True,
651,,651,,True,
652,,652,,True,
653,,653,,True,
654,,654,,True,
655,,655,,True,
656,,656,,True,
657,,657,,True,
658,,658,,False,
659,,659,,False,
660,,660,,True,
661,,661,,True,
662,,662,,True,
663,,663,,True,
664,,664,,True,
665,,665,,True,
666,,666,,True,
667,,667,,True,
668,,668,,True,
669,,669,,True,
670,,670,,True,
671,,671,,True,
672,,672,,True,
673,,673,,True,
674,,674,,True,
675,,675,,True,
676,,676,,True,
677,,677,,True,
678,,678,,False,
679,,679,,True,
680,,680,,True,
681,,681,,True,
682,,682,,True,
683,,683,,True,
684,,684,,True,
685,,685,,True,
686,,686,,True,
687,,687,,False,
688,,688,,False,
689,,689,,True,
690,,690,,True,
691,,691,,True,
692,,692,,True,
693,,693,,False,
694,,694,,False,
695,,695,,False,
696,,696,,False,
697,,697,,False,
698,,698,,False,
699,,699,,True,
700,,700,,True,
701,,701,,True,
702,,702,,True,
703,,703,,True,
704,,704,,True,
705,,705,,True,
706,,706,,True,
707,,707,,True,
708,,708,,True,
709,,709,,True,
710,,710,,True,
711,,711,,True,
712,,712,,True,
713,,713,,True,
714,,714,,True,
715,,715,,True,
716,,716,,True,
717,,717,,True,
718,,718,,True,
719,,719,,True,
720,,720,,True,
721,,721,,False,
722,,722,,False,
723,,723,,False,
724,,724,,False,
725,,725,,True,
726,,726,,False,
727,,727,,False,
728,,728,,True,
729,,729,,True,
730,,730,,True,
731,,731,,True,
732,,732,,True,
733,,733,,True,
734,,734,,True,
735,,735,,True,
736,,736,,True,
737,,737,,True,
738,,738,,True,
739,,739,,True,
740,,740,,True,
741,,741,,True,
742,,742,,True,
743,,743,,False,
744,,744,,False,
745,,745,,True,
746,,746,,True,
747,,747,,True,
748,,748,,True,
749,,749,,True,
750,,750,,True,
751,,751,,True,
752,,752,,True,
753,,753,,True,
754,,754,,True,
755,,755,,True,
756,,756,,False,
757,,757,,False,
758,,758,,True,
759,,759,,True,
760,,760,,True,
761,,761,,True,
762,,762,,False,
763,,763,,False,
764,,764,,True,
765,,765,,False,
766,,766,,False,
767,,767,,True,
768,,768,,True,
769,,769,,True,
770,,770,,False,
771,,771,,False,
772,,772,,True,
773,,773,,True,
774,,774,,True,
775,,775,,True,
776,,776,,True,
777,,777,,True,
778,,778,,True,
779,,779,,True,
780,,780,,True,
781,,781,,True,
782,,782,,True,
783,,783,,True,
784,,784,,False,
785,,785,,True,
786,,786,,True,
787,,787,,True,
788,,788,,True,
789,,789,,True,
790,,790,,True,
791,,791,,True,
792,,792,,True,
793,,793,,True,
794,,794,,True,
795,,795,,True,
796,,796,,True,
797,,797,,False,
798,,798,,False,
799,,799,,True,
800,,800,,True,
801,,801,,True,
802,,802,,True,
803,,803,,True,
804,,804,,False,
805,,805,,True,
806,,806,,True,
807,,807,,True,
808,,808,,False,
809,,809,,False,
810,,810,,False,
811,,811,,True,
812,,812,,True,
813,,813,,True,
814,,814,,True,
815,,815,,True,
816,,816,,False,
817,,817,,False,
818,,818,,True,
819,,819,,True,
820,,820,,True,
821,,821,,True,
822,,822,,True,
823,,823,,True,
824,,824,,True,
825,,825,,True,
826,,826,,True,
827,,827,,False,
828,,828,,False,
829,,829,,True,
830,,830,,True,
831,,831,,True,
832,,832,,True,
833,,833,,True,
834,,834,,True,
835,,835,,True,
836,,836,,True,
837,,837,,True,
838,,838,,True,
839,,839,,True,
840,,840,,True,
841,,841,,True,
842,,842,,False,
843,,843,,False,
844,,844,,True,
845,,845,,True,
846,,846,,True,
847,,847,,True,
848,,848,,True,
849,,849,,True,
850,,850,,False,
851,,851,,True,
852,,852,,False,
853,,853,,False,
854,,854,,True,
855,,855,,True,
856,,856,,True,
857,,857,,True,
858,,858,,True,
859,,859,,True,
860,,860,,False,
861,,861,,False,
862,,862,,True,
863,,863,,True,
864,,864,,True,
865,,865,,True,
866,,866,,True,
867,,867,,True,
868,,868,,True,
869,,869,,True,
870,,870,,True,
871,,871,,True,
872,,872,,True,
873,,873,,True,
874,,874,,True,
875,,875,,True,
876,,876,,True,
877,,877,,True,
878,,878,,False,
879,,879,,False,
880,,880,,True,
881,,881,,True,
882,,882,,True,
883,,883,,True,
884,,884,,True,
885,,885,,True,
886,,886,,False,
887,,887,,False,
888,,888,,True,
889,,889,,True,
890,,890,,True,
891,,891,,True,
892,,892,,True,
893,,893,,True,
894,,894,,True,
895,,895,,True,
896,,896,,False,
897,,897,,True,
898,,898,,True,
899,,899,,True,
900,,900,,True,
901,,901,,True,
902,,902,,True,
903,,903,,False,
904,,904,,True,
905,,905,,True,
906,,906,,True,
907,,907,,True,
908,,908,,True,
909,,909,,True,
910,,910,,True,
911,,911,,True,
912,,912,,True,
913,,913,,True,
914,,914,,True,
915,,915,,False,
916,,916,,False,
917,,917,,False,
918,,918,,True,
919,,919,,True,
920,,920,,True,
921,,921,,True,
922,,922,,True,
923,,923,,True,
924,,924,,True,
925,,925,,True,
926,,926,,True,
927,,927,,True,
928,,928,,True,
929,,929,,True,
930,,930,,True,
931,,931,,True,
932,,932,,True,
933,,933,,True,
934,,934,,False,
935,,935,,False,
936,,936,,True,
937,,937,,True,
938,,938,,True,
939,,939,,True,
940,,940,,False,
941,,941,,False,
942,,942,,True,
943,,943,,True,
944,,944,,True,
945,,945,,True,
946,,946,,True,
947,,947,,True,
948,,948,,True,
949,,949,,True,
950,,950,,False,
951,,951,,False,
952,,952,,True,
953,,953,,True,
954,,954,,True,
955,,955,,True,
956,,956,,True,
957,,957,,True,
958,,958,,True,
959,,959,,True,
960,,960,,True,
961,,961,,False,
962,,962,,True,
963,,963,,True,
964,,964,,True,
965,,965,,True,
966,,966,,True,
967,,967,,True,
968,,968,,True,
969,,969,,True,
970,,970,,False,
971,,971,,False,
972,,972,,True,
973,,973,,True,
974,,974,,True,
975,,975,,True,
976,,976,,True,
977,,977,,True,
978,,978,,True,
979,,979,,False,
980,,980,,False,
981,,981,,False,
982,,982,,False,
983,,983,,False,
984,,984,,False,
985,,985,,False,
986,,986,,False,
987,,987,,False,
988,,988,,False,
989,,989,,False,
990,,990,,False,
991,,991,,False,
992,,992,,False,
993,,993,,False,
994,,994,,False,
995,,995,,False,
996,,996,,False,
997,,997,,False,
998,,998,,False,
999,,999,,False,
1000,,1000,,False,
1001,,1001,,False,
1002,,1002,,False,
1003,,1003,,False,
1004,,1004,,False,
1005,,1005,,False,
1006,,1006,,False,
1007,,1007,,False,
1008,,1008,,False,
1009,,1009,,False,
1010,,1010,,False,
1011,,1011,,False,
1012,,1012,,False,
1013,,1013,,False,
1014,,1014,,False,
1015,,1015,,False,
1016,,1016,,False,
1017,,1017,,False,
1018,,1018,,False,
1019,,1019,,False,
1020,,1020,,False,
1021,,1021,,False,
1022,,1022,,False,
1023,,1023,,False,
1024,,1024,,False,
1025,,1025,,False,
1026,,1026,,False,
1027,,1027,,False,
1028,,1028,,False,
1029,,1029,,False,
1030,,1030,,False,
1031,,1031,,False,
1032,,1032,,False,
1033,,1033,,False,
1034,,1034,,False,
1035,,1035,,False,
1036,,1036,,False,
1037,,1037,,False,
1038,,1038,,False,
1039,,1039,,False,
1040,,1040,,False,
1041,,1041,,False,
1042,,1042,,False,
1043,,1043,,False,
1044,,1044,,False,
1045,,1045,,False,
1046,,1046,,False,
1047,,1047,,False,
1048,,1048,,False,
1049,,1049,,False,
1050,,1050,,False,
1051,,1051,,False,
1052,,1052,,False,
1053,,1053,,False,
1054,,1054,,False,
1055,,1055,,False,
1056,,1056,,False,
1057,,1057,,False,
1058,,1058,,False,
1059,,1059,,False,
1060,,1060,,False,
1061,,1061,,False,
1062,,1062,,False,
1063,,1063,,False,
1064,,1064,,False,
1065,,1065,,False,
1066,,1066,,False,
1067,,1067,,False,
1068,,1068,,False,
1069,,1069,,False,
1070,,1070,,False,
1071,,1071,,False,
1072,,1072,,False,
1073,,1073,,False,
1074,,1074,,False,
1075,,1075,,False,
1076,,1076,,False,
1077,,1077,,False,
1078,,1078,,False,
1079,,1079,,False,
1080,,1080,,False,
1081,,1081,,False,
1082,,1082,,False,
1083,,1083,,False,
1084,,1084,,False,
1085,,1085,,False,
1086,,1086,,False,
1087,,1087,,False,
1088,,1088,,False,
1089,,1089,,False,
