,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
42,dailymotion_970,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,970
43,gap_691,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,691
44,monster_921,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,921
45,nba_478,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,478
46,udemy_939,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,939
47,freejobalert_923,1,Yes,"do not sell

""1",No,No,,923
48,coach_717,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,717
49,katespade_715,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,715
50,wonderhowto_947,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,947
51,thedailybeast_172,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,172
52,safeway_26,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,26
53,dxl_742,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,742
54,llbean_370,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,370
55,guru_907,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,907
56,brainpop_949,2-Feb,Check,"do not sell

2/2",No,Yes,Do not sell or share my personal information,949
57,udacity_946,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,946
58,broadcom_637,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,637
59,foodnetwork_0,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,0
60,foodnetwork_971,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,971
61,food_2,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,2
62,flashscore_46,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,46
63,udemy_885,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,885
64,alternet_173,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,173
65,rapidtables_461,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,461
66,zales_706,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,706
67,com_1006,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,1006
68,makeupalley_856,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,856
69,howstuffworks_940,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,940
70,gilt_847,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,847
71,washingtonexaminer_156,2-Apr,Check,"do not sell

1/2",No,Yes,Do not sell my personal information,156
72,cloudflare_508,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,508
73,toryburch_710,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,710
74,tripadvisor_551,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,551
75,artsy_102,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,102
76,1800petmeds_197,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,197
77,schwab_1049,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1049
78,abcya_470,2-Apr,Check,"do not sell

1/2",No,No,,470
79,mindbodygreen_86,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,86
80,hemmings_807,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,807
81,techadvisor_676,2-Apr,Check,"do not sell

1/2",No,Yes,California residents: do not sell my info,676
82,rsc_419,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,419
83,livinglocurto_134,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,134
84,cvs_77,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,77
85,com_271,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,271
86,dominos_35,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,35
87,teenvogue_870,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,870
88,entrepreneur_1023,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1023
89,salon_170,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,170
90,westmarine_837,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,837
91,hgtv_120,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,120
92,petco_195,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,195
93,forever21_690,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,690
94,cirquedusoleil_999,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,999
95,boldsky_867,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,867
96,com_99,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,99
97,1ink_627,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,627
98,com_871,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,871
99,swarovski_713,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,713
100,com_587,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,587
101,deviantart_96,2-Apr,Check,"do not sell

1/2",No,Yes,Do not sell my personal information,96
102,eyebuydirect_772,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,772
103,saveur_585,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,585
104,shutterstock_1005,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,1005
105,malwarebytes_639,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,639
106,payscale_927,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,927
107,mindbodygreen_14,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,14
108,pcworld_674,13,Yes,"do not sell

13",No,Yes,California residents: do not sell my info,674
109,howstuffworks_444,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,444
