,Unnamed: 0,filename,Index,Check,Text,Presence confirm
167,167,theatlantic_167,167,True,Do not sell or share my personal information,Yes
168,168,,168,True,,No
169,169,nbcnews_169,169,True,Do not sell my personal information,Yes
170,170,,170,True,,No
171,171,,171,True,,No
172,172,,172,True,,No
173,173,,173,True,,No
174,174,,174,True,,No
175,175,,175,True,,No
176,176,org_176,176,True,Do not sell or share my personal information,Yes
177,177,,177,True,,No
178,178,dailymail_178,178,True,Do not sell or share my personal information,Yes
179,179,com_179,179,True,Do not sell or share my personal information,Yes
180,180,nydailynews_180,180,True,Do not sell or share my personal information,Yes
181,181,,181,True,,No
182,182,,182,True,,No
183,183,,183,True,,No
184,184,latimes_184,184,True,Do not sell or share my personal information,Yes
185,185,,185,True,,No
186,186,kickstarter_186,186,True,Do not sell my personal information,Yes
187,187,,187,True,,No
188,188,,188,True,,No
189,189,,189,True,,No
190,190,,190,True,,No
191,191,,191,True,,No
192,192,,192,True,,No
193,193,,193,True,,No
194,194,,194,True,,No
195,195,,195,True,,No
196,196,,196,False,,No
197,197,,197,True,,No
198,198,hillspet_198,198,True,Do not sell my personal information,Yes
199,199,,199,True,,No
200,200,,200,True,,No
201,201,,201,False,,No
202,202,,202,True,,No
203,203,,203,True,,No
204,204,,204,True,,No
205,205,petfinder_205,205,True,Do not sell or share my personal information,Yes
206,206,,206,True,,No
207,207,,207,True,,No
208,208,,208,False,,No
209,209,,209,True,,No
210,210,,210,True,,No
211,211,,211,True,,No
212,212,,212,True,,No
213,213,,213,True,,No
214,214,backyardchickens_214,214,True,Do not sell or share my personal information,Yes
215,215,dogster_215,215,True,Do not sell my personal information,Yes
216,216,,216,True,,No
217,217,com_217,217,True,Do not sell or share my personal information,Yes
218,218,thedodo_218,218,True,Do not sell or share my personal information,Yes
219,219,,219,True,,No
220,220,,220,True,,No
221,221,,221,True,,No
222,222,,222,True,,No
223,223,,223,True,,No
224,224,scribd_224,224,True,Do not sell or share my personal information,Yes
225,225,,225,False,,No
226,226,,226,True,,No
227,227,,227,True,,No
228,228,,228,False,,No
229,229,,229,True,,No
230,230,,230,True,,No
231,231,,231,True,,No
232,232,,232,True,,No
233,233,chegg_233,233,True,Do not sell my personal information,Yes
234,234,,234,True,,No
235,235,scholastic_235,235,True,Do not sell my personal information,Yes
236,236,,236,False,,No
237,237,,237,True,,No
238,238,publishersweekly_238,238,True,Do not sell my personal information,Yes
239,239,,239,True,,No
240,240,,240,True,,No
241,241,,241,True,,No
242,242,,242,True,,No
243,243,,243,True,,No
244,244,,244,True,,No
245,245,,245,False,,No
246,246,,246,True,,No
247,247,,247,True,,No
248,248,,248,True,,No
249,249,,249,True,,No
250,250,,250,True,,No
251,251,,251,True,,No
252,252,kobo_252,252,True,Do not sell or share my personal information,Yes
253,253,com_253,253,True,,No
254,254,,254,True,,No
255,255,com_255,255,True,Do not sell my personal information,Yes
256,256,,256,True,,No
257,257,,257,True,,No
258,258,oreilly_258,258,True,Do not sell my personal information,Yes
259,259,,259,False,,No
260,260,,260,True,,No
261,261,cengage_261,261,True,Do not sell my personal information,Yes
262,262,,262,True,,No
263,263,,263,True,,No
264,264,,264,True,,No
265,265,,265,True,,No
266,266,,266,False,,No
267,267,,267,True,,No
268,268,,268,True,,No
269,269,yellowpages_269,269,True,Do not sell my personal information,Yes
270,270,,270,True,,No
271,271,,271,True,,No
272,272,,272,True,,No
273,273,,273,True,,No
274,274,angi_274,274,True,Do not sell my personal information,Yes
275,275,homeadvisor_275,275,True,Do not sell my personal information,Yes
276,276,superpages_276,276,True,Do not sell my personal information,Yes
277,277,,277,True,,No
278,278,,278,True,,No
279,279,,279,True,,No
280,280,,280,False,,No
281,281,,281,True,,No
282,282,,282,True,,No
283,283,,283,True,,No
284,284,,284,True,,No
285,285,,285,True,,No
286,286,,286,True,,No
287,287,,287,True,,No
288,288,,288,True,,No
289,289,boattrader_289,289,True,Do not sell my personal information,Yes
290,290,,290,True,,No
291,291,,291,True,,No
292,292,,292,True,,No
293,293,com_293,293,True,Do not sell my personal information,Yes
294,294,groupon_294,294,True,Do not sell or share my personal information,Yes
295,295,net_295,295,True,Do not sell my personal information,Yes
296,296,retailmenot_296,296,True,Do not sell my personal information,Yes
297,297,,297,True,,No
298,298,,298,True,,No
299,299,rakuten_299,299,True,,No
300,300,zulily_300,300,True,Do not sell or share my personal information,Yes
301,301,com_301,301,True,Do not sell my personal information,Yes
302,302,us_302,302,True,Do not sell or share my personal information,Yes
303,303,offers_303,303,True,Do not sell my personal information,Yes
304,304,,304,True,,No
305,305,,305,True,,No
306,306,,306,True,,No
307,307,,307,True,,No
308,308,,308,True,,No
309,309,,309,True,,No
310,310,livingsocial_310,310,True,Do not sell or share my personal information,Yes
311,311,net_311,311,True,Do not sell my personal information,Yes
312,312,bizrate_312,312,True,Do not sell my personal information,Yes
313,313,,313,True,,No
314,314,,314,True,,No
315,315,,315,True,,No
316,316,rakuten_316,316,True,Do not sell or share my personal information,Yes
317,317,,317,True,,No
318,318,,318,True,,No
319,319,mysimon_319,319,True,Do not sell my personal information,Yes
320,320,,320,True,,No
321,321,shop_321,321,True,Do not sell my personal information,Yes
322,322,,322,True,,No
323,323,,323,True,,No
324,324,,324,False,,No
325,325,com_325,325,True,Do not sell my personal information,Yes
326,326,,326,True,,No
327,327,,327,True,,No
328,328,,328,True,,No
329,329,,329,True,,No
330,330,,330,True,,No
331,331,,331,True,,No
332,332,,332,True,,No
333,333,,333,True,,No
334,334,dollardays_334,334,True,Do not sell my personal information,Yes
335,335,,335,True,,No
336,336,,336,True,,No
337,337,,337,False,,No
338,338,,338,True,,No
339,339,,339,True,,No
340,340,,340,True,,No
341,341,,341,True,,No
342,342,,342,True,,No
343,343,,343,True,,No
344,344,,344,True,,No
345,345,,345,True,,No
346,346,,346,True,,No
347,347,netflix_347,347,True,Do not sell or share my personal information,Yes
348,348,,348,True,,No
349,349,,349,True,,No
350,350,,350,False,,No
351,351,bestbuy_351,351,True,Do not sell or share my personal information,Yes
352,352,,352,True,,No
353,353,homedepot_353,353,True,Do not sell or share my personal information,Yes
354,354,,354,True,,No
355,355,,355,True,,No
356,356,groupon_356,356,True,Do not sell or share my personal information,Yes
357,357,macys_357,357,True,Do not sell or share my personal information,Yes
358,358,net_358,358,True,Do not sell my personal information,Yes
359,359,,359,True,,No
360,360,,360,True,,No
361,361,,361,True,,No
362,362,,362,True,,No
363,363,,363,True,,No
364,364,kohls_364,364,True,Do not sell or share my personal information,Yes
365,365,jcpenney_365,365,True,Do not sell my personal information,Yes
366,366,,366,True,,No
367,367,,367,True,,No
368,368,cabelas_368,368,True,Do not sell or share my personal information,Yes
369,369,,369,True,,No
370,370,,370,True,,No
371,371,,371,True,,No
372,372,bloomingdales_372,372,True,Do not sell or share my personal information,Yes
373,373,neimanmarcus_373,373,True,Do not sell my personal information,Yes
374,374,,374,True,,No
375,375,biglots_375,375,True,Do not sell my personal information,Yes
376,376,,376,True,,No
377,377,belk_377,377,True,Do not sell or share my personal information,Yes
378,378,,378,False,,No
379,379,,379,True,,No
380,380,horoscope_380,380,True,Do not sell my personal information,Yes
381,381,space_381,381,True,Do not sell my personal information,Yes
382,382,astrology_382,382,True,Do not sell my personal information,Yes
383,383,,383,True,,No
384,384,,384,True,,No
385,385,,385,True,,No
386,386,,386,True,,No
387,387,tarot_387,387,True,Do not sell my personal information,Yes
388,388,,388,True,,No
389,389,,389,True,,No
390,390,,390,True,,No
391,391,,391,False,,No
392,392,,392,True,,No
393,393,,393,True,,No
394,394,,394,True,,No
395,395,,395,False,,No
396,396,org_396,396,True,Do not sell or share my personal information,Yes
397,397,,397,True,,No
398,398,,398,True,,No
399,399,,399,True,,No
400,400,,400,True,,No
401,401,,401,True,,No
402,402,biomedcentral_402,402,True,Do not sell my personal information,Yes
403,403,innerbody_403,403,True,Do not sell my personal information,Yes
404,404,,404,False,,No
405,405,,405,True,,No
406,406,,406,True,,No
407,407,,407,False,,No
408,408,,408,True,,No
409,409,,409,True,,No
410,410,,410,True,,No
411,411,,411,True,,No
412,412,,412,True,,No
413,413,,413,True,,No
414,414,,414,False,,No
415,415,,415,True,,No
416,416,,416,True,,No
417,417,,417,True,,No
418,418,,418,True,,No
419,419,,419,True,,No
420,420,webqc_420,420,True,Do not sell my personal information,Yes
421,421,webqc_421,421,True,Do not sell my personal information,Yes
422,422,,422,True,,No
423,423,,423,True,,No
424,424,,424,True,,No
425,425,livescience_425,425,True,Do not sell my personal information,Yes
426,426,,426,True,,No
427,427,,427,True,,No
428,428,treehugger_428,428,True,Do not sell my personal information,Yes
429,429,,429,True,,No
430,430,,430,True,,No
431,431,,431,True,,No
432,432,,432,True,,No
433,433,,433,True,,No
434,434,,434,True,,No
435,435,,435,True,,No
436,436,,436,True,,No
437,437,,437,True,,No
438,438,,438,True,,No
439,439,,439,False,,No
440,440,,440,True,,No
441,441,,441,True,,No
442,442,,442,True,,No
443,443,,443,True,,No
444,444,,444,True,,No
445,445,,445,False,,No
446,446,space_446,446,True,Do not sell my personal information,Yes
447,447,,447,True,,No
448,448,,448,True,,No
449,449,,449,True,,No
450,450,,450,True,,No
451,451,,451,True,,No
452,452,,452,True,,No
453,453,,453,False,,No
454,454,d2l_454,454,True,Do not sell my personal information,Yes
455,455,,455,False,,No
456,456,,456,True,,No
457,457,,457,True,,No
458,458,,458,True,,No
459,459,,459,True,,No
460,460,,460,True,,No
461,461,,461,True,,No
462,462,,462,True,,No
463,463,,463,True,,No
464,464,,464,True,,No
465,465,,465,True,,No
466,466,,466,True,,No
467,467,,467,True,,No
468,468,,468,True,,No
469,469,,469,True,,No
470,470,,470,True,,No
471,471,,471,True,,No
472,472,,472,True,,No
473,473,,473,True,,No
474,474,,474,True,,No
475,475,,475,True,,No
476,476,,476,True,,No
477,477,,477,True,,No
478,478,,478,True,,No
479,479,,479,True,,No
480,480,,480,True,,No
481,481,com_481,481,True,Do not sell or share my personal information,Yes
482,482,com_482,482,True,Do not sell or share my personal information,Yes
483,483,,483,True,,No
484,484,,484,True,,No
485,485,,485,True,,No
486,486,,486,True,,No
487,487,nbcsports_487,487,True,Do not sell my personal information,Yes
488,488,,488,True,,No
489,489,,489,True,,No
490,490,nflshop_490,490,True,Do not sell or share my personal information,Yes
491,491,,491,True,,No
492,492,,492,True,,No
493,493,active_493,493,True,Do not sell my personal information,Yes
494,494,,494,True,,No
495,495,,495,True,,No
496,496,,496,False,,No
497,497,,497,True,,No
498,498,mapmyrun_498,498,True,Do not sell my personal information,Yes
499,499,espn_499,499,True,Do not sell or share my personal information,Yes
500,500,,500,True,,No
501,501,,501,True,,No
502,502,,502,True,,No
503,503,,503,True,,No
504,504,,504,True,,No
505,505,,505,False,,No
506,506,,506,False,,No
507,507,sbnation_507,507,True,Do not sell or share my personal information,Yes
508,508,,508,True,,No
509,509,,509,True,,No
510,510,,510,True,,No
511,511,,511,True,,No
512,512,,512,True,,No
513,513,,513,True,,No
514,514,,514,True,,No
515,515,,515,True,,No
516,516,,516,True,,No
517,517,,517,True,,No
518,518,,518,True,,No
519,519,,519,True,,No
520,520,,520,True,,No
521,521,,521,True,,No
522,522,,522,True,,No
523,523,,523,True,,No
524,524,,524,True,,No
525,525,,525,True,,No
526,526,,526,True,,No
527,527,,527,True,,No
528,528,,528,True,,No
529,529,,529,True,,No
530,530,,530,True,,No
531,531,,531,True,,No
532,532,,532,True,,No
533,533,,533,True,,No
534,534,,534,True,,No
535,535,,535,True,,No
536,536,,536,True,,No
537,537,southwest_537,537,True,Do not sell or share my personal information,Yes
538,538,,538,True,,No
539,539,,539,True,,No
540,540,,540,True,,No
541,541,,541,True,,No
542,542,jetblue_542,542,True,Do not sell my personal information,Yes
543,543,,543,True,,No
544,544,,544,True,,No
545,545,,545,True,,No
546,546,,546,True,,No
547,547,,547,False,,No
548,548,,548,False,,No
549,549,,549,True,,No
550,550,lufthansa_550,550,True,Do not sell my personal information,Yes
551,551,,551,True,,No
552,552,kayak_552,552,True,Do not sell or share my personal information,Yes
553,553,,553,True,,No
554,554,,554,True,,No
555,555,skyscanner_555,555,True,Do not sell my personal information,Yes
556,556,hotwire_556,556,True,Do not sell my personal information,Yes
557,557,,557,True,,No
558,558,,558,True,,No
559,559,,559,True,,No
560,560,,560,True,,No
561,561,,561,True,,No
562,562,,562,True,,No
563,563,,563,True,,No
564,564,airfarewatchdog_564,564,True,,No
565,565,,565,True,,No
566,566,,566,True,,No
567,567,,567,False,,No
568,568,,568,True,,No
569,569,,569,True,,No
570,570,,570,True,,No
571,571,hilton_571,571,True,Do not sell my personal information,Yes
572,572,ihg_572,572,True,Do not sell or share my personal information,Yes
573,573,,573,True,,No
574,574,,574,True,,No
575,575,,575,True,,No
576,576,choicehotels_576,576,True,Do not sell my personal information,Yes
577,577,,577,True,,No
578,578,,578,True,,No
579,579,thrillist_579,579,True,Do not sell or share my personal information,Yes
580,580,timeout_580,580,True,Do not sell my personal information,Yes
581,581,,581,True,,No
582,582,travelandleisure_582,582,True,Do not sell my personal information,Yes
583,583,,583,True,,No
584,584,,584,True,,No
585,585,,585,True,,No
586,586,,586,True,,No
587,587,,587,True,,No
588,588,,588,True,,No
589,589,,589,True,,No
590,590,,590,True,,No
591,591,southernliving_591,591,True,Do not sell my personal information,Yes
592,592,,592,True,,No
593,593,bestbuy_593,593,True,Do not sell or share my personal information,Yes
594,594,lg_594,594,True,Do not sell or share my personal information,Yes
595,595,,595,True,,No
596,596,panasonic_596,596,True,Do not sell my personal information,Yes
597,597,samsung_597,597,True,Do not sell or share my personal information,Yes
598,598,keurig_598,598,True,Do not sell or share my personal information,Yes
599,599,geappliances_599,599,True,Do not sell or share my personal information,Yes
600,600,,600,True,,No
601,601,,601,False,,No
602,602,whirlpool_602,602,True,Do not sell or share my personal information,Yes
603,603,abt_603,603,True,Do not sell my personal information,Yes
604,604,,604,True,,No
605,605,,605,True,,No
606,606,,606,True,,No
607,607,,607,True,,No
608,608,,608,True,,No
609,609,,609,True,,No
610,610,,610,True,,No
611,611,,611,True,,No
612,612,,612,False,,No
613,613,,613,False,,No
614,614,,614,True,,No
615,615,,615,True,,No
616,616,,616,True,,No
617,617,,617,True,,No
618,618,,618,True,,No
619,619,,619,True,,No
620,620,,620,True,,No
621,621,,621,True,,No
622,622,microcenter_622,622,True,Do not sell my personal information,Yes
623,623,,623,True,,No
624,624,,624,True,,No
625,625,,625,True,,No
626,626,,626,False,,No
627,627,,627,True,,No
628,628,avg_628,628,True,Do not sell my personal information,Yes
629,629,norton_629,629,True,Do not sell or share my personal information,Yes
630,630,,630,True,,No
631,631,avast_631,631,True,Do not sell my personal information,Yes
632,632,com_632,632,True,,No
633,633,,633,True,,No
634,634,,634,True,,No
635,635,eset_635,635,True,Do not sell or share my personal information,Yes
636,636,avira_636,636,True,Do not sell or share my personal information,Yes
637,637,,637,True,,No
638,638,,638,True,,No
639,639,,639,True,,No
640,640,,640,True,,No
641,641,,641,True,,No
642,642,,642,True,,No
643,643,,643,True,,No
644,644,,644,True,,No
645,645,,645,True,,No
646,646,,646,True,,No
647,647,adobe_647,647,True,Do not sell or share my personal information,Yes
648,648,,648,False,,No
649,649,,649,True,,No
650,650,,650,True,,No
651,651,,651,True,,No
652,652,,652,True,,No
653,653,,653,True,,No
654,654,,654,True,,No
655,655,,655,True,,No
656,656,oracle_656,656,True,Do not sell my personal information,Yes
657,657,,657,True,,No
658,658,,658,True,,No
659,659,,659,True,,No
660,660,,660,True,,No
661,661,,661,True,,No
662,662,,662,True,,No
663,663,,663,True,,No
664,664,cnet_664,664,True,Do not sell or share my personal information,Yes
665,665,,665,True,,No
666,666,theverge_666,666,True,Do not sell or share my personal information,Yes
667,667,,667,True,,No
668,668,,668,True,,No
669,669,,669,False,,No
670,670,digitaltrends_670,670,True,Do not sell or share my personal information,Yes
671,671,imore_671,671,True,Do not sell my personal information,Yes
672,672,,672,True,,No
673,673,,673,False,,No
674,674,,674,False,,No
675,675,,675,False,,No
676,676,,676,False,,No
677,677,,677,False,,No
678,678,,678,False,,No
679,679,,679,False,,No
680,680,,680,False,,No
681,681,,681,False,,No
682,682,,682,False,,No
683,683,,683,False,,No
684,684,,684,False,,No
685,685,,685,False,,No
686,686,,686,False,,No
687,687,,687,False,,No
688,688,,688,False,,No
689,689,,689,False,,No
690,690,,690,False,,No
691,691,,691,False,,No
692,692,,692,False,,No
693,693,,693,False,,No
694,694,,694,False,,No
695,695,,695,False,,No
696,696,,696,False,,No
697,697,,697,False,,No
698,698,,698,False,,No
699,699,,699,False,,No
700,700,,700,False,,No
701,701,,701,False,,No
702,702,,702,False,,No
703,703,,703,False,,No
704,704,,704,False,,No
705,705,,705,False,,No
706,706,,706,False,,No
707,707,,707,False,,No
708,708,,708,False,,No
709,709,,709,False,,No
710,710,,710,False,,No
711,711,,711,False,,No
712,712,,712,False,,No
713,713,,713,False,,No
714,714,,714,False,,No
715,715,,715,False,,No
716,716,,716,False,,No
717,717,,717,False,,No
718,718,,718,False,,No
719,719,,719,False,,No
720,720,,720,False,,No
721,721,,721,False,,No
722,722,,722,False,,No
723,723,,723,False,,No
724,724,,724,False,,No
725,725,,725,False,,No
726,726,,726,False,,No
727,727,,727,False,,No
728,728,,728,False,,No
729,729,,729,False,,No
730,730,,730,False,,No
731,731,,731,False,,No
732,732,,732,False,,No
733,733,,733,False,,No
734,734,,734,False,,No
735,735,,735,False,,No
736,736,,736,False,,No
737,737,,737,False,,No
738,738,,738,False,,No
739,739,,739,False,,No
740,740,,740,False,,No
741,741,,741,False,,No
742,742,,742,False,,No
743,743,,743,False,,No
744,744,,744,False,,No
745,745,,745,False,,No
746,746,,746,False,,No
747,747,,747,False,,No
748,748,,748,False,,No
749,749,,749,False,,No
750,750,,750,False,,No
751,751,,751,False,,No
752,752,,752,False,,No
753,753,,753,False,,No
754,754,,754,False,,No
755,755,,755,False,,No
756,756,,756,False,,No
757,757,,757,False,,No
758,758,,758,False,,No
759,759,,759,False,,No
760,760,,760,False,,No
761,761,,761,False,,No
762,762,,762,False,,No
763,763,,763,False,,No
764,764,,764,False,,No
765,765,,765,False,,No
766,766,,766,False,,No
767,767,,767,False,,No
768,768,,768,False,,No
769,769,,769,False,,No
770,770,,770,False,,No
771,771,,771,False,,No
772,772,,772,False,,No
773,773,,773,False,,No
774,774,,774,False,,No
775,775,,775,False,,No
776,776,,776,False,,No
777,777,,777,False,,No
778,778,,778,False,,No
779,779,,779,False,,No
780,780,,780,False,,No
781,781,,781,False,,No
782,782,,782,False,,No
783,783,,783,False,,No
784,784,,784,False,,No
785,785,,785,False,,No
786,786,,786,False,,No
787,787,,787,False,,No
788,788,,788,False,,No
789,789,,789,False,,No
790,790,,790,False,,No
791,791,,791,False,,No
792,792,,792,False,,No
793,793,,793,False,,No
794,794,,794,False,,No
795,795,,795,False,,No
796,796,,796,False,,No
797,797,,797,False,,No
798,798,,798,False,,No
799,799,,799,False,,No
800,800,,800,False,,No
801,801,,801,False,,No
802,802,,802,False,,No
803,803,,803,False,,No
804,804,,804,False,,No
805,805,,805,False,,No
806,806,,806,False,,No
807,807,,807,False,,No
808,808,,808,False,,No
809,809,,809,False,,No
810,810,,810,False,,No
811,811,,811,False,,No
812,812,,812,False,,No
813,813,,813,False,,No
814,814,,814,False,,No
815,815,,815,False,,No
816,816,,816,False,,No
817,817,,817,False,,No
818,818,,818,False,,No
819,819,,819,False,,No
820,820,,820,False,,No
821,821,,821,False,,No
822,822,,822,False,,No
823,823,,823,False,,No
824,824,,824,False,,No
825,825,,825,False,,No
826,826,,826,False,,No
827,827,,827,False,,No
828,828,,828,False,,No
829,829,,829,False,,No
830,830,,830,False,,No
831,831,,831,False,,No
832,832,,832,False,,No
833,833,,833,False,,No
834,834,,834,False,,No
835,835,,835,False,,No
836,836,,836,False,,No
837,837,,837,False,,No
838,838,,838,False,,No
839,839,,839,False,,No
840,840,,840,False,,No
841,841,,841,False,,No
842,842,,842,False,,No
843,843,,843,False,,No
844,844,,844,False,,No
845,845,,845,False,,No
846,846,,846,False,,No
847,847,,847,False,,No
848,848,,848,False,,No
849,849,,849,False,,No
850,850,,850,False,,No
851,851,,851,False,,No
852,852,,852,False,,No
853,853,,853,False,,No
854,854,,854,False,,No
855,855,,855,False,,No
856,856,,856,False,,No
857,857,,857,False,,No
858,858,,858,False,,No
859,859,,859,False,,No
860,860,,860,False,,No
861,861,,861,False,,No
862,862,,862,False,,No
863,863,,863,False,,No
864,864,,864,False,,No
865,865,,865,False,,No
866,866,,866,False,,No
867,867,,867,False,,No
868,868,,868,False,,No
869,869,,869,False,,No
870,870,,870,False,,No
871,871,,871,False,,No
872,872,,872,False,,No
873,873,,873,False,,No
874,874,,874,False,,No
875,875,,875,False,,No
876,876,,876,False,,No
877,877,,877,False,,No
878,878,,878,False,,No
879,879,,879,False,,No
880,880,,880,False,,No
881,881,,881,False,,No
882,882,,882,False,,No
883,883,,883,False,,No
884,884,,884,False,,No
885,885,,885,False,,No
886,886,,886,False,,No
887,887,,887,False,,No
888,888,,888,False,,No
889,889,,889,False,,No
890,890,,890,False,,No
891,891,,891,False,,No
892,892,,892,False,,No
893,893,,893,False,,No
894,894,,894,False,,No
895,895,,895,False,,No
896,896,,896,False,,No
897,897,,897,False,,No
898,898,,898,False,,No
899,899,,899,False,,No
900,900,,900,False,,No
901,901,,901,False,,No
902,902,,902,False,,No
903,903,,903,False,,No
904,904,,904,False,,No
905,905,,905,False,,No
906,906,,906,False,,No
907,907,,907,False,,No
908,908,,908,False,,No
909,909,,909,False,,No
910,910,,910,False,,No
911,911,,911,False,,No
912,912,,912,False,,No
913,913,,913,False,,No
914,914,,914,False,,No
915,915,,915,False,,No
916,916,,916,False,,No
917,917,,917,False,,No
918,918,,918,False,,No
919,919,,919,False,,No
920,920,,920,False,,No
921,921,,921,False,,No
922,922,,922,False,,No
923,923,,923,False,,No
924,924,,924,False,,No
925,925,,925,False,,No
926,926,,926,False,,No
927,927,,927,False,,No
928,928,,928,False,,No
929,929,,929,False,,No
930,930,,930,False,,No
931,931,,931,False,,No
932,932,,932,False,,No
