,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
35,89,discogs_979,2-Apr,Check,"do not sell

1/2",No,Yes,Do not sell or share my personal information,979
36,1001,dogster_215,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,215
37,872,dominos_35,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,35
38,575,dxl_742,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,742
39,411,economist_1029,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,1029
40,891,entrepreneur_1023,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1023
41,999,eyebuydirect_772,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,772
42,186,eyebuydirect_774,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,774
43,641,flashscore_46,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,46
44,637,food_2,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,2
45,629,foodnetwork_0,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,0
46,634,foodnetwork_971,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,971
47,506,freejobalert_923,1,Yes,"do not sell

""1",No,No,,923
48,485,gap_691,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,691
49,732,gilt_847,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,847
50,600,guru_907,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,907
51,847,hemmings_807,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,807
52,914,hgtv_120,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,120
53,1077,howstuffworks_444,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,444
54,705,howstuffworks_940,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,940
55,44,jared_718,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,718
56,546,katespade_715,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,715
57,329,kay_708,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,708
58,479,libertymutual_1059,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1059
59,497,libertymutual_1061,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1061
60,599,llbean_370,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,370
61,221,llbean_699,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,699
62,100,lumen_510,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,510
63,1017,malwarebytes_639,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,639
64,130,menswearhouse_739,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,739
65,116,metric-conversions_472,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,472
66,1036,mindbodygreen_14,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,14
67,795,mindbodygreen_86,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,86
68,129,mlb_503,2-Apr,Check,"do not sell

1/2",No,Yes,Do not sell my personal information,503
69,61,nature_400,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,400
70,232,nature_426,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,426
71,494,nba_478,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,478
72,345,net_657,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,657
73,376,nutrisystem_56,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,56
74,1032,payscale_927,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,927
75,1068,pcworld_674,13,Yes,"do not sell

13",No,Yes,California residents: do not sell my info,674
76,280,prada_773,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,773
77,657,rapidtables_461,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,461
78,206,rawstory_168,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,168
79,851,rsc_419,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,419
80,574,safeway_26,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,26
81,463,safeway_4,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,4
82,272,saksfifthavenue_376,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,376
83,899,salon_170,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,170
84,1013,saveur_585,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,585
85,775,schwab_1049,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1049
86,144,sears_366,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,366
87,1015,shutterstock_1005,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,1005
88,58,si_502,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,502
89,306,sleepnumber_113,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,113
90,275,springer_230,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,230
91,986,swarovski_713,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,713
92,371,tasteofhome_11,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,11
93,848,techadvisor_676,2-Apr,Check,"do not sell

1/2",No,Yes,California residents: do not sell my info,676
94,886,teenvogue_870,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,870
95,573,thedailybeast_172,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,172
96,419,thumbtack_277,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,277
97,755,toryburch_710,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,710
98,447,toryburch_848,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,848
99,153,travelchannel_583,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,583
100,394,trendmicro_645,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,645
101,758,tripadvisor_551,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,551
102,304,trivago_578,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,578
103,611,udacity_946,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,946
104,650,udemy_885,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,885
105,503,udemy_939,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,939
106,751,washingtonexaminer_156,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,156
107,907,westmarine_837,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,837
108,560,wonderhowto_947,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,947
109,675,zales_706,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,706
110,343,zara_692,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,692
111,301,zdnet_679,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,679
