,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
37,nature_400,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,400
38,nature_426,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,426
39,nba_478,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,478
40,net_657,1,Yes,"do not sell

""1",No,No,,657
41,pcworld_674,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,674
42,porsche_821,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,821
43,prada_773,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,773
44,rollingstone_162,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,162
45,safeway_26,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,26
46,safeway_4,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,4
47,saksfifthavenue_376,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,376
48,saveur_585,2-Apr,Check,"do not sell

1/2",No,Yes,Do not sell or share my personal information,585
49,sears_366,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,366
50,sleepnumber_113,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,113
51,springer_230,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,230
52,tasteofhome_11,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,11
53,techadvisor_676,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,676
54,thedailybeast_172,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,172
55,thumbtack_277,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,277
56,toryburch_710,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,710
57,toryburch_848,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,848
58,travelchannel_583,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,583
59,trivago_578,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,578
60,udemy_885,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,885
61,udemy_939,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,939
62,westmarine_837,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,837
63,wonderhowto_947,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,947
64,zales_706,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,706
65,zara_692,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,692
66,zdnet_679,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,679
