,Unnamed: 0,filename,Number translated,step1 present,Text translated,Text present,Presence confirm,Text,Index
21,629,foodnetwork_0,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,0
22,634,foodnetwork_971,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,971
23,483,gap_691,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,691
24,731,gilt_847,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,847
25,121,harryanddavid_32,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,32
26,912,hgtv_120,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,120
27,1075,howstuffworks_444,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,444
28,704,howstuffworks_940,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,940
29,44,jared_718,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,718
30,195,joann_131,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,131
31,546,katespade_715,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,715
32,327,kay_708,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,708
33,477,libertymutual_1059,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1059
34,495,libertymutual_1061,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,1061
35,128,menswearhouse_739,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,739
36,127,mlb_503,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,503
37,61,nature_400,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,400
38,230,nature_426,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,426
39,492,nba_478,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,478
40,1066,pcworld_674,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,674
41,790,porsche_821,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,821
42,278,prada_773,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,773
43,574,safeway_26,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,26
44,461,safeway_4,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,4
45,1011,saveur_585,2-Apr,Check,"do not sell

1/2",No,Yes,Do not sell my personal information,585
46,142,sears_366,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,366
47,304,sleepnumber_113,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,113
48,273,springer_230,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,230
49,369,tasteofhome_11,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,11
50,847,techadvisor_676,1,Yes,"do not sell

""1",No,Yes,California residents: do not sell my info,676
51,417,thumbtack_277,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,277
52,754,toryburch_710,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,710
53,445,toryburch_848,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,848
54,151,travelchannel_583,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,583
55,302,trivago_578,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,578
56,649,udemy_885,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,885
57,502,udemy_939,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,939
58,96,victoriassecret_688,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,688
59,191,victoriassecret_721,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,721
60,905,westmarine_837,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,837
61,560,wonderhowto_947,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,947
62,674,zales_706,1,Yes,"do not sell

""1",No,Yes,Do not sell my personal information,706
63,341,zara_692,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,692
64,299,zdnet_679,1,Yes,"do not sell

""1",No,Yes,Do not sell or share my personal information,679
