,url,Index,2023-02-23 Selenium,2023-02-17 Selenium,2023-01-14 Selenium,2023-02-08 Selenium
253,https://getitfree.us/,302,CA Consumers: DO NOT SELL OR SHARE MY PERSONAL INFORMATION,CA Consumers: DO NOT SELL OR SHARE MY PERSONAL INFORMATION,CA Consumers: DO NOT SELL OR SHARE MY PERSONAL INFORMATION,CA Consumers: DO NOT SELL OR SHARE MY PERSONAL INFORMATION
254,https://www.offers.com/,303,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
255,https://www.dealnews.com/,304,,,,
256,https://www.woot.com/,305,,,,
257,https://www.grabon.in/,306,,,,
258,https://www.goodrx.com/,307,,,,
259,https://www.hotukdeals.com/,308,,,,
260,https://www.tada.com/,309,,,,
261,https://www.livingsocial.com/,310,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,,Do Not Sell or Share My Personal Information
262,https://slickdeals.net/,311,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
263,https://www.bizrate.com/,312,Ad Opt out/ Do Not Sell My Personal Information,Ad Opt out/ Do Not Sell My Personal Information,Ad Opt out/ Do Not Sell My Personal Information,Ad Opt out/ Do Not Sell My Personal Information
264,https://www.woot.com/,313,,,,
265,https://www.mysmartprice.com/,314,,,,
266,https://www.tada.com/,315,,,,
267,https://www.rakuten.com/,316,Do Not Sell or Share My Personal Information / Personal Data Opt-out,Do Not Sell or Share My Personal Information / Personal Data Opt-out,Do Not Sell or Share My Personal Information / Personal Data Opt-out,Do Not Sell or Share My Personal Information / Personal Data Opt-out
268,https://www.smartprix.com/,317,,,,
269,https://shoplocal.com/?postalcode=60670,318,,,,
270,https://www.mysimon.com/,319,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
271,https://www.bookfinder.com/,320,,,,
272,https://www.shop.com/,321,Do Not Sell My Information,Do Not Sell My Information,Do Not Sell My Information,Do Not Sell My Information
273,https://www.nextag.com/,322,,,,
274,https://www.shopping.com/#top-deals-homepage,323,,,,
275,https://www.comparethemarket.com/,324,,,,
276,https://findsimilar.com/,325,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
277,https://www.kelkoo.co.uk/,326,,,,
278,https://octopart.com/,327,,,,
279,https://www.aliexpress.us/?gatewayAdapt=glo2usa&_randl_shipto=US,328,,,,
280,https://www.alibaba.com/,329,,,,
281,https://www.made-in-china.com/,330,,,,
282,https://www.dx.com/,331,,,,
283,https://www.tomtop.com/,332,,,,
284,https://dealspotr.com/,333,,,,
285,https://www.dollardays.com/,334,Do Not Sell My Information,Do Not Sell My Information,Do Not Sell My Information,Do Not Sell My Information
286,https://www.liquidation.com/index,335,,,,
287,https://www.salehoo.com/,336,,,,
288,https://www.wholesalecentral.com/index.htm,337,,,,
289,https://www.doba.com/,338,,,,
290,https://www.tvc-mall.com/,339,,,,
291,https://www.esources.co.uk/,340,,,,
292,https://www.sunsky-online.com/,341,,,,
293,https://worldwidebrands.com/,342,,,,
294,https://www.amazon.com/,343,,,,
295,https://www.ebay.com/,344,,,Do not sell my personal information,
296,https://www.apple.com/,345,,,,
297,https://www.walmart.com/,346,,,,
298,https://www.netflix.com/,347,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information
299,https://chicago.craigslist.org/,348,,,,
300,https://www.turkishairlines.com/,549,,,,
301,https://www.lufthansa.com/us/en/homepage,550,CCPA / Do Not Sell My Info,CCPA / Do Not Sell My Info,CCPA / Do Not Sell My Info,CCPA / Do Not Sell My Info
302,https://www.tripadvisor.com/,551,,,,
303,https://www.kayak.com/,552,Do Not Sell or Share My Info,Do Not Sell or Share My Info,Do Not Sell or Share My Info,Do Not Sell or Share My Info
304,https://www.priceline.com/?vrid=5b0366966e01f115e8aa3a82cd601546,553,,,,
305,https://www.lonelyplanet.com/,554,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information
306,https://www.skyscanner.com/?previousCultureSource=GEO_LOCATION&redirectedFrom=www.skyscanner.net,555,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
307,https://www.hotwire.com/,556,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
308,https://www.cheapoair.com/,557,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
309,https://www.bookingbuddy.com/en/,558,,,,
310,https://www.travelzoo.com/,559,,,,
311,https://www.goibibo.com/,560,,,,
312,https://www.cleartrip.com/,561,,,,
313,https://www.yatra.com/,562,,,,
314,https://wizzair.com/,563,,,,
315,https://www.airfarewatchdog.com/,564,,,,
316,https://seatguru.com/,565,,,,
317,https://www.onetravel.com/,566,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
318,https://www.booking.com/,567,,,,
319,https://us.hurb.com/,568,,,,
320,https://www.airbnb.com/,569,,,,
321,https://www.marriott.com/default.mi,570,,,,
322,https://www.hilton.com/en/,571,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
323,https://www.ihg.com/hotels/us/en/reservation,572,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information
324,https://www.vrbo.com/,573,,,,
325,https://www.agoda.com/,574,,,,
326,https://www.marriott.com/default.mi?redirectFrom=www.starwoodhotels.com,575,,,,
327,https://www.choicehotels.com/,576,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
328,https://www.hyatt.com/,577,,,,
329,https://www.trivago.com/,578,,,,
330,https://www.thrillist.com/,579,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information
331,https://www.timeout.com/,580,Do not sell my information,Do not sell my information,Do not sell my information,Do not sell my information
332,https://www.fodors.com/,581,,,,
333,https://www.travelandleisure.com/,582,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
334,https://www.travelchannel.com/,583,,,,
335,https://www.oyster.com/,584,,,,
336,https://www.saveur.com/,585,,,,
337,https://www.cntraveler.com/,586,,,,
338,https://boardingarea.com/,587,,,,
339,https://londonist.com/,588,,,,
340,https://www.flyertalk.com/,589,,,,
341,https://www.sunset.com/,590,,,,
342,https://www.southernliving.com/travel/coastal-living,591,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
343,https://www.frommers.com/,592,,,,
344,https://www.bestbuy.com/,593,CA Do Not Sell/Share My Personal Information,CA Do Not Sell/Share My Personal Information,CA Do Not Sell/Share My Personal Information,CA Do Not Sell/Share My Personal Information
345,https://www.lg.com/us,594,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information
346,https://www.usa.philips.com/,595,,,,
347,https://na.panasonic.com/us/,596,,Do Not Sell My Data,Do Not Sell My Data,Do Not Sell My Data
348,https://www.samsung.com/us/,597,Do Not Sell or Share My Personal information,Do Not Sell or Share My Personal information,Do Not Sell or Share My Personal information,Do Not Sell or Share My Personal information
349,https://www.keurig.com/,598,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information
350,https://www.geappliances.com/,599,Do Not Sell Or Share My Personal Information,Do Not Sell Or Share My Personal Information,Do Not Sell Or Share My Personal Information,Do Not Sell Or Share My Personal Information
351,https://www.hhgregg.com/,600,,,,
352,https://www.dyson.com/en,601,,,,
353,https://www.whirlpool.com/,602,Do Not Sell Or Share My Personal Information,Do Not Sell Or Share My Personal Information,Do Not Sell Or Share My Personal Information,Do Not Sell Or Share My Personal Information
354,https://www.abt.com/,603,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information
355,https://www.bosch-home.com/,604,,,,
356,https://www.ajmadison.com/,605,,,,
357,https://www.irobot.com/,606,,,,
358,https://www.delonghi.com/en-us,607,,,,
359,https://www.bissell.com/,608,,,,
360,https://www.sharpusa.com/,609,,,,
361,https://www.tomshardware.com/,610,Do not sell or share my personal information,Do not sell my info,Do not sell my info,Do not sell my info
362,https://www.newegg.com/,611,,,,
363,https://www.bhphotovideo.com/,612,,,,
364,https://www.cdw.com/,613,Do Not Sell or Share My Personal Information - Currently Sharing,Do Not Sell or Share My Personal Information - Currently Sharing,Do Not Sell or Share My Personal Information - Currently Sharing,Do Not Sell or Share My Personal Information - Currently Sharing
365,https://www.connection.com/,614,,,,
366,https://www.intel.com/content/www/us/en/homepage.html,615,,,,
367,https://www.nvidia.com/en-us/,616,,,,
368,https://www.computerhope.com/,617,,,,
369,https://www.logitech.com/,618,,,,
370,https://www.amd.com/en,619,,,,
371,https://www.tigerdirect.com/,620,,,,
372,https://pcpartpicker.com/,621,,,,
373,https://www.microcenter.com/,622,Do Not Sell My Information,Do Not Sell My Information,Do Not Sell My Information,Do Not Sell My Information
374,https://www.adorama.com/,623,,,,
375,https://www.seagate.com/,624,,,,
376,https://www.acer.com/us-en/,625,,,,
377,https://epson.com/usa,626,,,,
378,https://www.1ink.com/,627,,,,
379,https://www.avg.com/en-us/homepage#mac,628,Do not sell my info,Do not sell my info,Do not sell my info,Do not sell my info
380,https://us.norton.com/,629,Do Not Sell or Share My Personal Data,Do Not Sell or Share My Personal Data,Do Not Sell or Share My Personal Data,Do Not Sell or Share My Personal Data
381,https://www.mcafee.com/,630,,,,
382,https://www.avast.com/en-us/index#mac,631,Do not sell my info,Do not sell my info,Do not sell my info,Do not sell my info
